All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Surface pressure,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M
4.31,4.25,0.75,15.34,0.29,7.82,96.41,76.28,0.77,76.35,4.09
4.32,4.27,0.76,17.19,-1.38,7.9,96.47,74.77,0.72,74.92,3.6
3.83,4.13,0.68,17.23,-1.37,7.93,96.57,66.85,0.69,72.62,3.66
3.95,3.95,0.7,17.31,-0.36,8.48,96.63,68,-999,68.83,3.91
4.04,4.05,0.73,18.91,-0.56,9.18,96.55,70.07,0.73,71.01,3.85
3.95,3.9,0.72,19.11,-0.22,9.44,96.3,68.77,0.69,68.87,3.97
4.01,3.96,0.73,19.06,0.21,9.63,96.1,70.98,0.73,71.05,4.09
4.07,4.02,0.75,18.26,-0.43,8.91,96.08,72.47,0.7,72.56,3.85
3.36,3.49,0.62,17.2,0.82,9.01,96.4,59.55,0.57,62.7,4.27
2.83,3.4,0.53,17.95,-0.68,8.64,96.27,50.84,0.54,60.74,3.78
3.56,3.56,0.67,18.21,0.55,9.38,96.34,63.13,0.58,64.02,4.15
3.68,3.62,0.7,18.72,1.9,10.31,96.23,65.61,0.62,65.63,4.58
3.77,3.72,0.72,19.24,2.19,10.72,96.1,67.04,0.62,67.14,4.64
3.53,3.61,0.67,19.12,0.98,10.05,96.23,62.09,0.57,64.25,4.27
3.6,3.55,0.7,18.09,-0.35,8.87,96.59,63.17,0.57,63.27,3.85
3.76,3.71,0.73,17.88,-2.61,7.63,96.66,65.58,0.6,65.74,3.23
3.77,3.73,0.73,18.76,-4.06,7.35,96.29,65.2,0.62,65.46,2.93
3.64,3.61,0.71,18.86,-3.74,7.56,96.23,63.99,0.61,64.43,3.05
2.27,3.21,0.45,16.26,-1.4,7.43,96.31,40.69,0.45,56.64,3.6
3.3,3.25,0.65,16.48,0.8,8.64,96.47,57.08,0.47,57.18,4.21
3.53,3.54,0.7,17.12,-0.06,8.53,96.59,62.69,-999,63.71,3.91
3.29,3.46,0.66,17.18,-3.12,7.03,96.35,58.58,0.48,62.27,3.17
3.31,3.41,0.66,19.17,-2.38,8.39,96.15,58.79,0.48,61.34,3.36
2.28,3.11,0.45,18.4,-0.38,9.01,96.15,40.62,0.36,55.2,3.91
2.94,2.97,0.59,16.83,4.05,10.44,96.23,50.61,0.39,52.1,5.31
3.06,3.02,0.62,17.06,2.26,9.66,96.12,52.42,0.39,52.84,4.7
3.32,3.26,0.67,16.64,1.42,9.03,96.17,57.98,0.46,58.09,4.39
2.08,3.02,0.42,14.55,1.4,7.98,96.35,36.61,0.34,53.59,4.39
3.47,3.42,0.7,15.65,0.65,8.15,96.37,60.9,0.52,61.11,4.15
3.57,3.62,0.73,18.06,-6.7,5.69,96.15,62.01,0.52,63.77,2.38
3.36,3.51,0.69,20.09,-6.31,6.89,96.02,59.26,0.52,62.62,2.44
3.33,3.31,0.68,18.56,-5.54,6.51,96.18,57.7,0.48,58.42,2.62
3.02,3.06,0.62,16.27,-3.93,6.17,96.28,51.75,0.43,53.26,2.93
3.4,3.37,0.7,16.43,-0.47,7.98,96.16,59.71,0.53,60.16,3.85
3.29,3.36,0.68,14.88,-1.57,6.65,96.06,57.59,0.48,59.6,3.54
2.98,3.48,0.62,12.45,-3.85,4.3,96.15,51.46,0.39,60.46,2.99
3.29,3.27,0.68,13.06,-6.75,3.15,96.42,56.09,0.41,56.56,2.38
2.19,2.95,0.45,12.49,-7.4,2.55,96.46,38.7,0.35,51.26,2.2
2.5,2.95,0.52,11.13,-3.89,3.62,96.68,43.1,0.34,51.02,2.93
3.26,3.22,0.67,10.51,-5.13,2.69,96.8,55.41,0.4,55.71,2.69
3.26,3.27,0.67,10.91,-6.79,2.06,96.89,55.45,0.4,56.5,2.32
3.58,3.55,0.73,11.37,-7.21,2.08,96.82,60.73,0.41,61.18,2.26
3.59,3.57,0.73,12.65,-9.34,1.65,96.57,61.57,0.43,62.08,1.89
3.32,3.29,0.68,10.98,-7.99,1.49,96.48,56.66,0.38,57.04,2.08
3.13,3.11,0.64,9.87,-7.92,0.98,96.53,51.92,0.35,52.52,2.14
2.99,3.27,0.61,9.74,-9.02,0.36,96.47,50.61,0.39,55.89,1.95
3.19,3.19,0.65,8.96,-10.29,-0.67,96.26,53.24,0.34,53.93,1.71
2.29,2.5,0.47,7.79,-4.95,1.42,96.62,35.89,0.2,39.46,2.75
3.76,3.76,0.76,7.9,-5.64,1.12,96.97,64.13,0.42,65.08,2.56
3.74,3.74,0.76,9.99,-12.6,-1.31,96.74,63.93,0.45,64.71,1.4
3.61,3.61,0.73,12.81,-13.4,-0.29,96.42,61.75,0.5,62.71,1.28
3.28,3.35,0.66,13.87,-11.84,1.01,96.31,55.71,0.44,57.87,1.53
3.3,3.31,0.66,12.96,-10.2,1.38,96.21,55.93,0.4,56.91,1.77
3.48,3.48,0.7,11.95,-9.72,1.12,96.42,59.65,0.43,60.66,1.83
2.59,3.63,0.52,11.01,-9.93,0.54,96.52,46,0.37,63.9,1.77
0.55,3.05,0.11,8.3,-4.2,2.05,96.59,10.49,0.11,54.02,3.11
3.36,3.41,0.66,8.26,0.74,4.5,96.5,58.89,0.43,60.69,4.15
3.42,3.44,0.66,10.46,-1.48,4.49,96.48,59.34,0.39,60.62,3.54
3.7,3.76,0.72,10.21,-4.86,2.68,96.68,63.77,-999,65.74,2.75
2.08,3.77,0.4,10.18,-7.51,1.33,96.77,37.43,0.4,66.55,2.2
2.63,3.62,0.5,13.94,-5.06,4.44,96.6,45.78,0.38,63.13,2.69
3.68,3.67,0.7,13.76,-3.48,5.15,96.49,63.11,0.47,64,3.05
3.64,3.65,0.69,14.73,-2.92,5.9,96.59,63.09,0.49,64.5,3.17
2.43,3.52,0.45,14.09,-2.82,5.63,96.59,43.3,0.43,61.42,3.23
2.11,3.3,0.39,13.56,-2.54,5.51,96.47,38.1,0.34,57.65,3.3
3.31,3.26,0.62,12.48,-3.85,4.31,96.52,55.73,0.38,55.84,2.99
3.01,3.18,0.55,12.87,-2.87,5,97.19,50.49,0.39,53.7,3.17
3.11,3.78,0.57,13.55,-5.04,4.26,96.71,54.04,0.48,65.37,2.69
2.31,3.21,0.42,13.12,-4.55,4.28,96.72,39.73,0.36,53.83,2.81
0.83,2.58,0.15,11.62,0.8,6.2,96.49,15.05,0.12,41.66,4.21
2.94,3.66,0.52,12.77,2.04,7.4,96.86,52.13,0.44,64.83,4.58
4,3.96,0.71,13.71,-2.42,5.65,96.64,69.81,0.59,70.27,3.3
3.89,3.88,0.69,14.6,-2.16,6.22,96.65,68.5,0.6,69.45,3.36
3.71,3.93,0.65,15.61,-1.77,6.92,96.63,65.62,0.56,70.27,3.48
4.05,4.04,0.7,15.91,-2.88,6.51,96.75,71.98,0.61,72.8,3.17
3.77,4.15,0.65,16.72,-3.51,6.61,96.45,67.13,0.62,74.34,3.05
4.09,4.08,0.7,17.1,-4.68,6.21,96.37,71.23,0.59,72.06,2.75
3.84,3.84,0.66,15.96,-3.27,6.34,96.64,67.02,0.57,68.02,3.11
3.71,4.11,0.62,16.64,-2.1,7.27,96.58,66.3,0.67,73.94,3.42
3.21,3.68,0.54,16.43,1.29,8.86,96.55,56.3,0.53,64.51,4.33
2.14,2.99,0.35,14.79,4.03,9.4,96.44,37.07,0.35,49.77,5.37
1.39,3.28,0.23,10.65,8.01,9.33,96.19,25.48,0.2,56.89,6.96
3.16,3.97,0.52,12.33,6,9.16,96.03,57.51,0.6,71.66,6.1
2.83,3.98,0.46,11.95,4.62,8.29,95.89,50.35,0.49,70.28,5.55
0.51,3.69,0.09,8.31,4.72,6.51,95.94,9.93,0.12,65.55,5.55
4.04,4.27,0.64,9.52,2.54,6.03,95.77,70.89,0.72,75.42,4.82
4.62,4.62,0.73,9.48,-0.79,4.35,95.97,80.35,0.74,81.43,3.78
4.67,4.65,0.73,11.84,-5.34,3.25,95.87,80.74,0.72,81.3,2.69
3.69,4.65,0.57,11.08,-5.36,2.87,95.81,66.12,0.72,82.43,2.69
4.65,4.61,0.72,11.29,-3.22,4.04,96.12,81.66,0.79,81.95,3.11
4.92,4.87,0.75,11.89,-2.7,4.59,96.15,86.5,0.84,86.62,3.23
4.86,4.86,0.73,12.66,-3.52,4.57,96.02,84.8,0.9,85.65,3.05
3.55,4.15,0.53,12.7,-3,4.85,95.83,61.4,0.66,71.36,3.17
3.47,3.65,0.52,11.81,-3.33,4.24,95.8,56.99,0.52,60.38,3.11
4.35,4.52,0.64,12.12,-3.35,4.39,96.42,74.57,0.77,77.82,3.11
5.06,5.02,0.73,13.12,-4.24,4.44,96.63,87.02,0.95,87.28,2.87
5.02,5.16,0.73,14.88,-3.29,5.8,96.36,88.02,0.9,90.95,3.17
3.2,4.34,0.46,13.22,0.39,6.8,96.32,57.65,0.63,76.23,4.15
3.76,4.35,0.53,13.37,2.98,8.18,96.32,66.58,0.67,76.99,4.94
2.25,4.12,0.32,11.62,4.46,8.05,96.36,41.88,0.44,72,5.49
2.53,4.68,0.35,13.62,2.68,8.15,96.44,46.06,0.47,83,4.82
4.89,4.89,0.68,14.42,1.86,8.14,96.76,86.66,0.84,87.41,4.52
5.09,5.07,0.7,16.09,0.87,8.48,96.65,90.46,0.98,90.98,4.21
5.19,5.16,0.71,16.58,1,8.8,96.44,91.95,0.99,92.2,4.27
2.97,4.62,0.4,14.59,3.69,9.14,96.36,54.23,0.61,81.24,5.19
3.83,4.56,0.52,14.44,4.98,9.7,96.27,67.6,0.72,80.34,5.68
4.5,4.77,0.6,15.9,3.37,9.63,96.16,79.49,0.83,84.43,5.07
4.14,4.7,0.55,15.3,2.24,8.77,96.18,72.77,0.75,82.45,4.7
4.98,5.15,0.66,15.07,2.19,8.63,96.43,88.24,0.9,91.99,4.64
0.96,4.45,0.12,12.34,4.27,8.31,96.56,19.09,0.2,78.49,5.37
3.95,4.92,0.51,13.25,5.45,9.35,96.62,71.78,0.76,88,5.8
5.17,5.2,0.66,14.81,2.41,8.61,96.5,91.41,0.85,92.71,4.7
5.62,5.63,0.71,15.83,1.36,8.59,96.53,100.5,1.02,101.54,4.39
3.77,5.46,0.48,16.02,5.3,10.66,96.56,69.78,0.83,99.63,5.8
5.56,5.73,0.7,17.17,4.75,10.96,96.55,101.72,1.16,105.19,5.55
3.35,5.1,0.41,17.86,7.58,12.72,96.13,62.02,0.73,91.73,6.84
2.3,5.04,0.28,15.15,9.86,12.51,95.91,44.31,0.53,89.88,7.93
3.8,5.14,0.46,12.93,7.79,10.36,95.97,70.52,0.72,94.2,6.9
5.94,5.92,0.72,14.86,4.67,9.76,96.61,106.85,1.16,107.18,5.55
5.81,6.03,0.7,17.11,3.46,10.28,96.56,105.2,1.3,109.55,5.13
4.6,5.77,0.55,17.98,4.08,11.03,96.29,85.48,1.19,106.07,5.49
2.81,5.35,0.34,16.98,10.19,13.58,96.55,54.7,0.8,98.88,8.12
4.87,5.55,0.57,18.63,10.81,14.72,96.55,89.51,1.27,101.54,8.42
1.88,5.37,0.22,19.53,12.33,15.93,96.03,37.24,0.6,98.09,9.4
5.47,5.89,0.63,18.05,10.62,14.33,96.22,98.41,1.2,106.3,8.36
6.59,6.59,0.76,18.59,5.03,11.81,96.3,118.2,1.42,118.8,5.74
5.85,6.32,0.67,20.41,4.36,12.38,95.91,106.55,1.46,115.11,5.49
2.96,5.74,0.34,19.97,8.4,14.19,95.79,56.32,0.73,104,7.26
6.06,6.03,0.69,19.87,8.74,14.3,95.75,111.01,1.44,111.16,7.39
1.93,5.79,0.22,16.75,9.55,13.15,96.02,38.55,0.57,107.51,7.75
0.96,5.83,0.11,15.91,11.73,13.82,96.12,20.39,0.3,108.5,8.97
3.16,5.97,0.35,17.06,11.19,14.13,96.25,60.54,0.88,108.62,8.67
5.6,6.34,0.62,18.08,7.03,12.55,96.18,100.38,1.3,112.88,6.53
6.23,6.52,0.68,19.37,6.33,12.85,96.17,113.18,1.55,118.63,6.23
1.33,6.23,0.15,17.29,9.43,13.36,96.25,27.54,0.44,114.6,7.69
6.38,6.41,0.69,18.08,10.01,14.05,96.29,116.95,1.54,118.04,8
6.9,6.89,0.74,20.17,8.25,14.21,96.13,125.44,1.7,125.81,7.08
7.04,7.04,0.76,21.59,5.54,13.56,95.81,126.1,1.56,126.52,5.98
6.43,6.8,0.69,22.5,6.4,14.45,95.59,117.66,1.63,124.45,6.41
2.15,6.2,0.23,17.43,11.02,14.23,95.74,43.36,0.67,115.15,8.61
6.78,6.93,0.71,19.37,8.6,13.98,96.12,125.16,1.83,128.23,7.26
6.24,6.56,0.66,21.08,11.33,16.21,96.15,117.52,1.71,123.58,8.73
5.69,6.58,0.59,21.05,13.33,17.19,96.01,108.2,1.73,124.31,10.01
2.71,6.36,0.28,22.06,14.17,18.12,95.83,53.78,0.89,118.46,10.56
6.86,6.93,0.71,20.52,11.59,16.05,96.04,124.93,1.66,126.69,8.97
7.1,7.29,0.73,21.37,8.27,14.82,96.11,128.47,1.82,132.06,7.14
7.33,7.41,0.75,21.99,6.32,14.15,96.11,132.61,1.68,134.53,6.23
7.15,7.38,0.73,22.99,5.59,14.29,96.07,130.88,1.94,135.32,5.98
7.11,7.2,0.72,24.08,8.13,16.11,95.88,129.8,1.91,131.75,7.08
5.33,6.79,0.54,24.23,9.55,16.89,95.73,99.77,1.48,125.45,7.81
5.94,7.13,0.59,23.24,8.3,15.76,95.97,111.28,1.5,132.32,7.2
5.59,7.23,0.55,22.65,6.73,14.69,96.29,103.95,1.41,132.29,6.47
4.73,6.92,0.47,23.36,9.97,16.66,96.09,89.65,1.27,127.46,8.12
5.54,6.93,0.55,21.73,13.08,17.4,95.8,103.01,1.46,126.95,9.83
5.89,7.12,0.58,22.73,12.07,17.4,95.69,110.48,1.54,132.02,9.22
2.53,6.68,0.25,20.01,12.74,16.37,96.02,50.45,0.68,123.09,9.64
5.7,7,0.55,19.87,11.7,15.78,96.13,106.04,1.4,128.65,8.97
6.75,7.43,0.66,21.34,9.61,15.48,96.25,127.98,1.9,140.08,7.81
5.59,7.21,0.54,21.81,9.88,15.85,96.12,106.83,1.66,135.17,8
6.69,7.03,0.65,24.73,12.12,18.42,96.25,125.61,1.8,131.52,9.22
7.42,7.49,0.71,26.23,12.29,19.26,95.97,139.13,2.09,140.38,9.34
6.71,7.46,0.64,27.01,11.72,19.37,95.73,127.77,1.95,141.2,9.09
6.3,7.43,0.6,26.75,12.26,19.51,95.75,119.62,1.88,139.46,9.4
7.47,7.52,0.71,27.19,11.23,19.22,95.73,139.21,2.05,140.02,8.79
7.63,7.83,0.73,27.82,9.64,18.73,95.9,141.7,-999,145.19,7.87
7.77,8,0.73,29.73,8.17,18.95,95.67,144.02,2.3,147.98,7.14
7.77,7.87,0.73,30.47,9.26,19.87,95.5,143.55,2.4,145.2,7.69
7.05,7.45,0.66,31.52,12.17,21.85,95.49,132.84,2.16,139.87,9.4
7.3,7.38,0.68,31.42,13.46,22.44,95.38,137.3,2.2,138.73,10.25
7.39,7.49,0.69,31.65,13.27,22.46,95.21,138.74,2.26,140.65,10.13
5.98,7.31,0.55,30.88,15.17,23.03,95.34,113.52,1.91,136.9,11.41
5.92,6.54,0.55,29.26,16.07,22.66,95.33,110.07,1.71,120.76,12.15
5.66,6.94,0.52,28.51,15.94,22.23,95.62,106.58,1.75,128.28,12.02
6.43,7.21,0.59,29.91,14.71,22.31,95.78,122.12,2.19,135.83,10.99
7.01,7.47,0.64,30.47,15.01,22.74,95.51,133.31,2.34,141.46,11.29
6.94,7.34,0.64,29.88,15.44,22.66,95.4,131.79,2.18,138.63,11.66
7.42,7.58,0.68,29.23,14.64,21.93,95.18,139.38,2.2,142,11.11
6.13,7.58,0.56,29.65,13.78,21.71,95.16,115.99,1.94,141.06,10.5
5.21,7.16,0.48,28.3,14.27,21.28,95.39,98.46,1.62,132.23,10.74
1.68,7.05,0.16,23.24,15.15,19.19,95.52,35.19,0.62,130.86,11.35
4.22,7.6,0.38,23.72,12.67,18.19,95.74,82.54,1.35,141.7,9.64
6.81,7.83,0.62,24.09,11.09,17.59,95.75,128.65,1.88,146.39,8.67
7.75,7.87,0.7,26.13,10.87,18.51,95.57,144.93,2.31,146.86,8.61
7.7,7.88,0.7,27.05,12.8,19.93,95.43,144.75,2.38,147.54,9.83
3.36,7.39,0.3,26.33,15.03,20.68,95.72,66.03,1.04,138.46,11.23
4.78,7.43,0.43,26.15,14.4,20.28,95.75,92.52,1.38,139.53,10.8
7.13,7.34,0.64,27.18,14.6,20.89,95.77,134.23,2.08,137.6,10.93
6.69,7.32,0.59,27.58,13.22,20.4,95.63,126.91,2.06,137.53,10.01
7.74,7.95,0.69,29.15,12.68,20.91,95.48,146.77,2.39,150.15,9.64
6.47,7.96,0.58,29.7,13.12,21.41,95.11,123.34,2.02,149.22,10.01
8.34,8.46,0.74,29.33,9.13,19.23,95.15,154.24,2.48,155.93,7.93
8.4,8.79,0.74,30.61,5.2,17.9,95.49,153.56,2.52,159.53,5.92
7.45,8.37,0.66,31.46,8.73,20.1,95.58,139.16,2.31,154.45,7.51
7.92,8.14,0.7,31.05,11.51,21.28,95.74,148.27,2.34,151.41,9.03
8,8.11,0.7,31.45,12.58,22.01,95.61,149.71,2.36,150.93,9.64
7.88,8.23,0.7,32.86,12.2,22.53,95.27,147.02,2.41,152.23,9.46
7.03,8.09,0.62,32.73,12.62,22.68,95.15,133.11,2.37,151.42,9.77
5.08,7.87,0.45,31.4,13.06,22.23,95.22,98.34,1.78,148.36,10.07
5.71,7.7,0.5,31.1,13.38,22.24,95.17,109.95,1.83,144.73,10.19
7.94,7.99,0.7,29.74,13.12,21.43,95.38,149.8,2.37,149.99,10.13
7.76,8.29,0.68,31.08,10.6,20.84,95.6,147,2.57,155.37,8.48
8.26,8.35,0.73,32.26,10.37,21.32,95.22,157.92,2.83,158.66,8.36
8.11,8.2,0.71,33.8,9.85,21.82,95.04,155.17,2.77,155.91,8.06
7.93,8.19,0.7,35.75,11.32,23.54,94.85,152.76,2.7,156.48,8.91
8.28,8.38,0.73,35.92,8.45,22.19,94.75,156.65,2.69,157.54,7.51
8.08,8.17,0.7,35.12,6.97,21.05,94.67,151.69,2.53,152.35,6.65
8.1,8.2,0.71,34.58,5.01,19.8,94.62,152.17,2.52,152.97,5.92
8.44,8.62,0.73,34.8,2.65,18.73,94.63,155.73,2.58,157.89,4.94
8.59,8.68,0.75,34.92,0.33,17.63,94.7,158.34,2.68,158.95,4.15
8.55,8.62,0.74,35.58,0.27,17.93,94.69,157.16,2.62,157.53,4.09
7.79,8.24,0.68,35.51,2.43,18.97,94.74,144.84,2.39,151.79,4.88
7.91,8.01,0.69,36.19,2.12,19.16,94.57,147.17,2.52,148,4.7
7.89,8.06,0.69,36.98,3.8,20.39,94.51,148.42,2.63,150.55,5.31
7.56,7.81,0.66,37.69,6.15,21.92,94.6,141.7,2.45,145.2,6.29
7.04,7.4,0.61,39.1,10.05,24.58,94.52,133.59,2.3,139.15,8.18
7.09,7.37,0.62,38.26,13.85,26.06,94.48,135.16,2.38,139.12,10.56
5.77,7.62,0.5,35.99,16.57,26.28,94.45,111.54,1.95,143.73,12.7
5.25,7.62,0.45,36.14,14.89,25.51,94.48,101.83,1.76,143.49,11.29
7.44,7.88,0.65,37.51,13.29,25.4,94.27,142.12,2.55,149.15,10.19
5.5,8.02,0.48,37.37,9.58,23.47,94.41,105.21,1.86,149.21,8.12
7.75,8.18,0.67,35.5,7.32,21.4,94.64,145.49,2.48,152.22,6.77
7.26,7.81,0.63,33.93,12.51,23.22,94.69,136.27,2.3,145.09,9.7
7.68,7.91,0.67,33.76,13.58,23.67,94.5,142.21,2.48,145.19,10.38
7.06,7.77,0.62,34.72,12.56,23.64,94.59,129.16,2.15,140.66,9.77
7.16,7.42,0.62,34.57,16.01,25.29,94.98,134.48,2.22,138.13,12.02
7.07,7.4,0.62,35.21,17.85,26.53,95.16,135.23,2.27,140.55,13.49
6.97,7.37,0.61,37.31,16.92,27.12,94.86,131.89,2.27,138.45,12.82
7.32,7.7,0.64,36.48,11.61,24.05,94.62,132.95,2.17,138.81,9.28
6.63,7.13,0.58,36.85,8.94,22.9,94.5,122.65,1.97,130.45,7.69
3.45,6.3,0.3,36.69,16.94,26.81,94.77,67.46,1.02,115.83,12.82
5.15,6.18,0.45,33.76,19.9,26.83,94.93,99.49,1.51,116.5,15.38
5.63,6.47,0.49,31.7,20.62,26.16,94.78,109.81,1.73,124.09,16.17
7.28,7.36,0.64,32.59,19.69,26.14,94.7,139.83,2.4,140.68,15.32
6.06,6.94,0.53,33.51,19.33,26.43,94.9,117.63,1.95,132.71,14.95
6.67,7.51,0.59,34.17,17.25,25.71,94.99,128.3,2.18,142.63,13.06
7.83,7.94,0.69,34.68,16.4,25.54,94.84,150.24,2.61,151.62,12.45
7.45,8.02,0.66,35.73,15.79,25.76,94.62,142.41,2.52,151.92,11.9
7.39,7.72,0.65,36.84,15.6,26.23,94.57,141.95,2.39,147.2,11.78
7.22,7.52,0.63,35.68,16.78,26.23,94.72,138.69,2.35,143.33,12.76
7.16,7.54,0.63,37.05,15.62,26.33,94.58,136.92,2.39,143.05,11.78
6.96,7.47,0.62,36.98,14.16,25.57,94.5,132.62,2.36,141.02,10.74
7.09,7.5,0.62,37.41,15.8,26.61,94.56,133.29,2.31,139.93,11.9
6.8,7.43,0.6,36.94,16.69,26.82,94.62,128.42,2.25,138.7,12.76
6.32,6.8,0.56,37.14,15.71,26.42,94.4,116.6,1.87,124.36,11.9
4.16,6.62,0.37,33.96,19.83,26.9,94.63,80.05,1.22,121.72,15.56
4.12,6.35,0.37,31.97,22.19,27.08,94.67,78.63,1.27,116.83,17.82
6.73,6.9,0.6,32.6,20.33,26.47,94.55,128.88,2.19,131.64,15.93
6.75,7.83,0.6,33.44,20.07,26.75,94.45,127.05,2.2,145.54,15.75
7.76,8.04,0.7,33.26,19.24,26.25,94.64,143.02,2.37,147.45,14.89
7.04,7.42,0.63,34.01,17.62,25.82,94.6,129.29,2.27,135.39,13.49
6.46,7.17,0.58,35.41,17.16,26.29,94.61,120.63,2.05,132.52,13.06
5.64,6.16,0.51,36.21,18.88,27.55,94.57,102.88,1.52,110.98,14.53
3.79,6.58,0.34,34.18,22.64,28.4,94.67,74.3,1.24,122.89,18.37
3.11,6.89,0.28,31.76,23.75,27.76,94.94,58.97,0.95,129.3,19.47
3.4,6.95,0.3,30.39,24.02,27.21,95.15,65.57,1.11,133.12,19.78
5.09,7.03,0.46,30.93,23.92,27.42,95.11,97.62,1.61,133.9,19.65
4.98,7.11,0.45,32.04,23.25,27.65,94.76,97.93,1.67,135.42,18.98
4.58,7.05,0.41,31.72,22.73,27.23,94.8,91.67,1.63,136.12,18.37
6.84,7.09,0.62,31.23,22.85,27.04,94.97,132.91,2.28,137,18.49
6.45,6.93,0.59,31.38,23.66,27.52,94.94,124.92,2.1,133.41,19.41
5.25,6.78,0.48,31.42,23.93,27.67,94.84,102.82,1.78,130.7,19.78
6.77,6.94,0.62,31.85,23.39,27.62,94.69,131.57,2.26,134.61,19.17
6.7,6.86,0.62,32.58,22.84,27.71,94.44,128.08,2.09,131.06,18.55
6.97,7.2,0.65,32.91,21.96,27.44,94.43,133.81,2.2,138.07,17.64
5.66,6.89,0.52,33.15,21.58,27.37,94.65,108.63,1.88,130.31,17.15
6.72,6.99,0.62,32.85,22.1,27.48,94.67,127.56,2.21,132.22,17.7
4.74,6.52,0.45,32.94,23.02,27.98,94.58,91.45,1.56,122.8,18.74
5.16,6.39,0.48,30.17,22.63,26.4,94.78,100.36,1.71,122.87,18.25
5.16,6.87,0.48,30.85,22.87,26.86,95.04,100.49,1.73,130.84,18.49
6.96,7.21,0.66,31.86,23.12,27.48,95.02,133.07,2.3,137.72,18.74
6.43,6.7,0.61,32.44,23.23,27.83,94.87,122.05,1.98,126.84,18.92
5.07,6.35,0.48,32.49,22.93,27.71,94.75,96.36,1.59,118.41,18.62
5.73,6.34,0.55,32.73,23.4,28.06,94.64,107.1,1.74,117.57,19.17
6.07,6.61,0.58,33.43,20.9,27.16,94.49,111.62,1.76,120.75,16.66
4.47,6.44,0.43,32.44,19.51,25.98,94.5,84.84,1.36,119.37,15.26
3.79,5.55,0.37,25.99,20.65,23.33,95.12,71.06,1.03,100.47,16.11
6.81,6.86,0.66,27.69,18.91,23.3,95.36,127.82,1.98,128.74,14.47
7.14,7.2,0.69,30.31,19.11,24.71,95.52,134.78,2.17,136.01,14.59
7.41,7.41,0.72,31.38,19.45,25.42,95.44,138.96,2.34,139.34,14.95
6.93,7.1,0.67,31.94,20,25.97,95.17,130.23,2.13,133.34,15.5
6.28,6.71,0.62,32.18,20.53,26.35,95,117.43,1.98,125.24,16.11
5.68,6.37,0.55,32.15,20.77,26.46,95.11,106.44,1.72,118.55,16.3
5.93,6.33,0.59,30.46,20.8,25.63,95.32,110.12,1.71,117.23,16.3
6.44,6.59,0.64,30.45,20.3,25.37,95.31,119.82,1.87,122.57,15.75
6.56,6.72,0.66,30.57,20.37,25.47,95.25,123.17,1.98,125.99,15.87
6.5,6.61,0.65,30.7,19.62,25.16,95.17,121.56,1.91,123.65,15.14
6.56,6.69,0.66,30.26,18.86,24.56,95.18,123.05,1.91,125.57,14.47
5.22,6.43,0.52,30.13,17.62,23.87,95.39,97.83,1.52,119.25,13.37
6.12,6.68,0.62,29.88,17.78,23.83,95.41,114.63,1.88,124.49,13.43
6.64,6.71,0.68,30.8,17.7,24.25,95.3,123.91,1.99,125.58,13.43
6.64,6.67,0.68,31.03,17.84,24.44,95.07,124.59,2.02,125.54,13.61
4.54,6.59,0.47,29.48,18.54,24.01,95.13,86.62,1.47,123.38,14.16
5.41,6.7,0.56,29.4,18.66,24.03,95.37,103.46,1.76,126.91,14.28
4.14,6.54,0.43,28.84,19.71,24.28,95.3,80.62,1.39,125.6,15.2
3.39,6.29,0.35,28.37,21.08,24.73,95.02,65.78,1.12,119.38,16.6
3.44,6.58,0.36,27.79,20.91,24.35,94.92,68.02,1.27,126.95,16.42
6.63,6.66,0.7,28.69,20.26,24.48,95.13,128.2,2.09,129.24,15.75
6.43,6.54,0.68,28.8,20.15,24.48,95.39,124.06,2.02,126.47,15.62
6.46,6.48,0.69,28.69,20.8,24.74,95.45,123.27,1.98,124.2,16.17
6.06,6.37,0.65,29,20.55,24.77,95.27,115.47,1.88,121.57,15.99
6.31,6.29,0.68,29.15,20.36,24.75,95.25,119.03,1.84,119.27,15.81
5.55,6.22,0.6,28.95,20.19,24.57,95.35,105.85,1.66,118.46,15.62
5.33,6.01,0.58,27.87,20.14,24,95.39,101.62,1.56,114.32,15.56
6,6.09,0.66,27.87,20.55,24.21,95.32,113.38,1.67,115.35,15.93
5.75,6.2,0.63,27.28,20.44,23.87,95.38,109.09,1.7,117.4,15.87
6.14,6.36,0.68,27.73,19.44,23.59,95.41,115.56,1.8,119.61,14.89
6.34,6.39,0.7,28.49,19.02,23.76,95.24,116.93,1.8,118.28,14.53
5.89,6.28,0.66,28.19,18.95,23.57,95.14,107.28,1.66,114.38,14.53
5.67,5.97,0.64,28.71,19.94,24.33,95.27,104.5,1.64,109.97,15.38
5.84,5.91,0.66,29.32,21.51,25.41,95.29,108.69,1.66,110.22,16.97
5.52,5.6,0.63,29.24,19.67,24.46,95.19,101.51,1.54,103.29,15.32
6,5.99,0.69,28.63,19.66,24.15,95.3,110.62,1.7,110.99,15.14
6.22,6.21,0.72,28.61,18.23,23.42,95.41,114,1.77,114.61,13.85
5.89,5.93,0.69,28.77,17.9,23.33,95.36,107.28,1.59,108.65,13.55
5.31,5.48,0.62,28.28,19.51,23.9,95.42,97.6,1.41,101.16,14.95
