Date_time,All sky irradiance,Clear sky irradiance,ALLSKY ICI,Temperature,Dew point,Wet bulb,Relative humidity,Precipitation,Surface pressure,Wind speed,Wind direction,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT,QV2M
8/25/18,6.24,7.41,0.62,20.77,14.06,17.41,69.06,0.01,96.87,2.35,254.12,117.88,2.13,137.74,10.44
8/26/18,6.48,7.45,0.65,20.44,12.94,16.69,66.88,0.01,96.97,2.3,282.56,122.12,2.18,138.49,9.77
8/27/18,6.31,7.38,0.63,20.26,12.37,16.32,64.25,0,96.85,2.31,266.06,119.51,2.15,137.77,9.46
8/28/18,5.91,7.29,0.59,21.54,13.75,17.65,66.19,0,96.84,2.53,284.12,114.43,2.12,138.1,10.38
8/29/18,6.74,7.28,0.68,23.89,11.72,17.8,54,0,96.87,3.54,321.12,128.24,2.24,137.55,9.4
8/30/18,7.19,7.33,0.73,23.75,9.53,16.64,48.31,0,96.85,3.24,310.56,134.95,2.34,137.48,8.3
8/31/18,6.36,7.22,0.65,21.91,10.9,16.4,57.81,0,96.6,2.19,239.19,121.52,2.24,136.07,9.16
9/1/18,5.31,7.04,0.55,18.95,14.4,16.67,77.12,0,96.49,3.17,202.62,103.43,1.98,132.95,10.68
9/2/18,4.25,7.1,0.44,20.81,14.23,17.52,71.25,0.01,96.55,3.45,207.69,83.8,1.64,132.93,10.68
9/3/18,4.21,7.1,0.44,21.08,13.55,17.31,67.12,0.02,96.66,2.75,229.25,82.78,1.56,133.15,10.13
9/4/18,3.98,7.02,0.41,21.06,13.29,17.18,66.62,0.02,96.68,2.49,246.75,79.24,1.49,132.85,10.01
9/5/18,5.94,7.07,0.62,21.19,13.76,17.48,67.88,0.01,96.93,2.47,247.94,112.05,1.95,131.77,10.31
9/6/18,4.08,7.04,0.43,21.19,13.59,17.39,68.06,0.01,97.08,2.62,291.75,81.07,1.56,132.3,10.19
9/7/18,3.96,7.04,0.41,22.88,11.5,17.19,55.69,0.01,96.91,1.86,177.81,78.2,1.55,131.4,9.09
9/8/18,4.08,6.96,0.43,27.11,8.33,17.72,34.31,0,96.64,2.16,174.06,81.05,1.63,131.02,7.63
9/9/18,5.22,7.04,0.55,26.38,8.36,17.37,37.75,0,96.56,2.22,208.69,100.02,1.91,130.64,7.81
9/10/18,5.56,7.09,0.59,21.87,8.8,15.33,52.12,0,96.62,3.42,193,104.69,1.91,129.89,8.12
9/11/18,5.66,6.89,0.61,19.98,8.78,14.38,55.62,0,96.59,3.67,195.25,107.46,1.91,128.38,7.93
9/12/18,6.15,6.95,0.66,19.56,11.75,15.65,65.38,0,96.7,2.76,208.69,114.91,1.98,128.89,9.09
9/13/18,6.47,6.96,0.7,22.3,7.29,14.79,47.56,0,96.71,2.15,236.5,120.27,2.03,128.87,7.45
9/14/18,6.71,6.81,0.73,24.47,9.44,16.95,43.69,0,96.53,2.7,289.5,125.45,2.04,127.66,8.12
9/15/18,6.64,6.75,0.73,22.76,8.79,15.77,47.81,0,96.55,2.69,289.19,124.42,2.05,126.88,7.87
9/16/18,6.47,6.68,0.72,22.65,9.19,15.92,47.62,0,96.7,2.48,286.25,121.23,-999,125.49,8
9/17/18,6.64,6.75,0.74,22.79,7.97,15.38,44.44,0,96.71,2.5,256.25,123.2,2.12,125.61,7.51
9/18/18,6.66,6.75,0.74,21.26,8.48,14.87,52.38,0,96.59,2.66,298.75,122.55,2.08,124.87,7.87
9/19/18,6.38,6.68,0.72,19.45,7.5,13.48,53.19,0,96.34,2.01,216.19,117.57,1.96,123.03,7.26
9/20/18,5.23,6.64,0.59,20.13,12.2,16.16,64.44,0,96.56,2.55,179.75,97.32,1.62,120.91,9.34
9/21/18,5.69,6.52,0.65,21.48,10.23,15.85,54.12,0,96.91,2.27,228.75,107.01,1.73,121.46,8.24
9/22/18,5.54,6.36,0.63,22.98,10.17,16.58,47.81,0,96.85,2.2,231.88,104.99,1.73,119.7,8.18
9/23/18,4.78,6.36,0.55,20.09,12.64,16.37,65.5,0,96.7,1.81,230.19,91.37,1.59,118.54,9.64
9/24/18,3.7,6.37,0.43,18.5,12.64,15.57,73.12,0.01,96.64,2.33,258.5,72.23,1.35,118.48,9.52
9/25/18,3.89,6.26,0.45,19.41,13.05,16.23,71.62,0.01,96.78,2.34,285.31,76.27,1.41,117.38,9.83
9/26/18,2.73,6.13,0.32,21.3,11.27,16.28,60,0.01,96.9,1.55,178.38,54.73,-999,116.02,8.91
9/27/18,3.06,6.15,0.36,23.01,9.66,16.33,47.06,0.01,96.74,2.05,175.5,61.14,1.19,115.39,8.06
9/28/18,4.2,6.09,0.5,21.58,9.62,15.6,50.94,0.09,96.7,3.01,193.38,80.77,1.39,113.46,8.12
9/29/18,5.71,6.06,0.69,20.62,12.65,16.64,62.31,0.03,96.76,3.07,208.44,108.12,1.7,114.5,9.52
9/30/18,4.95,5.77,0.6,21.2,15.04,18.12,69.06,0.83,96.68,2.18,167.06,96.49,1.55,111.31,11.17
10/1/18,3.3,5.67,0.4,25.08,16.53,20.8,60.88,0.79,96.48,1.66,117.62,66.86,1.23,110.32,12.21
10/2/18,4.4,5.69,0.54,21.78,16.51,19.15,73.5,0.34,96.67,3.1,192.69,85.82,1.54,109.51,12.21
10/3/18,3.65,5.71,0.45,19.24,15.6,17.42,81.06,0.56,96.87,4.26,203.69,72.25,1.31,109.41,11.47
10/4/18,5.4,5.79,0.67,18.65,15.28,16.97,82.25,0.46,96.96,3.48,230.06,103.12,1.58,110.51,11.23
10/5/18,5.03,5.78,0.63,19.1,14.37,16.74,77.44,0.28,96.86,3.1,297.56,95.61,1.61,109.09,10.68
10/6/18,2.76,5.65,0.35,17.4,14.73,16.06,84.94,0.41,96.48,4.11,227.56,54.95,1.02,106.59,10.86
10/7/18,5.35,5.58,0.68,18.23,13.23,15.73,75.88,0.37,96.4,3.04,262.88,99.57,1.4,104.2,10.01
10/8/18,5.03,5.63,0.64,18.08,11.65,14.87,71.25,0.27,96.48,1.88,220.88,94.21,1.3,104.74,9.09
10/9/18,5.46,5.67,0.7,16.99,10.44,13.72,72,0.17,96.5,2.26,211.62,101.18,1.41,105.17,8.48
10/10/18,5.26,5.58,0.68,16.82,10.83,13.83,72.62,0.29,96.5,2.45,210.06,97.9,1.35,104.09,8.61
10/11/18,4.58,5.47,0.6,17.01,12.43,14.72,75.88,0.37,96.49,2.55,226.31,86.99,1.25,102.98,9.4
10/12/18,4.13,5.29,0.55,18.18,13.48,15.83,76.44,2.53,96.44,2.88,175.44,78.16,1.16,98.55,10.07
10/13/18,3.67,5.23,0.48,16.87,12.87,14.87,79.19,1.75,96.64,2.74,246.56,70.38,1.06,97.88,9.64
10/14/18,4.99,5.28,0.66,18.01,13.14,15.58,76,0.09,96.85,2.34,267.44,93.49,1.23,99.31,9.83
10/15/18,5.5,5.63,0.74,17.59,-1.28,8.15,33.12,0,97.2,5.84,50.75,98.63,1.28,101.84,4.15
10/16/18,5.62,5.63,0.77,17.57,-2.94,7.32,31.12,0,97.15,3.09,91.31,100.34,1.2,101.42,3.85
10/17/18,5.36,5.38,0.73,18.06,4.93,11.5,44.69,0,97.22,4,52.19,98.13,1.2,99.44,5.86
10/18/18,5.37,5.36,0.74,19.63,6.03,12.83,45.19,0,97.19,2.88,44.56,97.95,1.19,98.58,6.29
10/19/18,5.27,5.27,0.73,20.8,5.9,13.34,42.25,0,97.09,2.84,44.25,96.76,1.19,97.49,6.41
10/20/18,5.2,5.21,0.73,21.83,6.48,14.15,42.12,0.01,96.89,1.66,169.94,95.7,1.19,96.8,6.84
10/21/18,4.71,5.08,0.66,19.48,10.42,14.94,61.88,0.01,96.8,2.04,220.81,86.98,1.11,93.77,8.54
10/22/18,3.05,5.03,0.44,18.09,10.13,14.11,64.44,0.11,96.7,1.24,242,58.59,0.93,92.75,8.3
10/23/18,3.44,4.92,0.49,18.98,12,15.48,67.12,0,96.7,1.79,197.5,65.6,0.98,92.06,9.16
10/24/18,4.29,4.89,0.62,19.68,10.68,15.18,61.12,0.01,96.86,1.36,227.31,80.03,1.05,91.02,8.54
10/25/18,4.07,4.9,0.59,20.35,7.54,13.94,49.5,0,97.02,1.7,194,75.11,0.95,89.52,7.2
10/26/18,3.83,4.92,0.56,23.49,4.67,14.08,34.19,0,97.06,1.49,127.12,71.54,1.02,90.16,6.04
10/27/18,3.77,4.9,0.55,23.32,5.62,14.48,37.5,0.01,97.01,1.55,156.06,70.38,1.07,89.92,6.59
10/28/18,3.54,4.82,0.53,22.36,5.93,14.14,40.25,0,97.02,1.59,195.94,66.23,1.03,88.27,6.77
10/29/18,3.14,4.7,0.47,18.2,11.07,14.64,68.5,0.06,96.96,2.87,187.19,59.37,0.93,86.7,8.91
10/30/18,3.39,4.57,0.52,16.42,12.63,14.53,80.38,0.13,96.8,3.08,207.81,64.07,0.91,85.01,9.52
10/31/18,4.8,4.83,0.73,18.3,0.1,9.2,36.69,0,97.12,3.67,47.44,85.91,0.96,87.28,4.64
11/1/18,4.51,4.75,0.7,20.04,-1.4,9.32,30.88,0,97.23,1.28,68.44,81.7,0.92,86.45,4.46
11/2/18,4.7,4.68,0.73,22.12,4.09,13.1,35.31,0,97.18,2.45,153.5,85.78,1.02,86.41,5.8
11/3/18,4.39,4.63,0.69,22.66,5.72,14.19,38.94,0,96.98,1.19,183.31,79.75,0.97,84.87,6.59
11/4/18,3.03,4.32,0.48,21.04,5.51,13.27,43.31,0,96.91,2.18,174.31,56.36,0.76,78.85,6.59
11/5/18,2.95,4.5,0.47,17.6,7.23,12.42,58.69,0.01,96.66,3.46,180.88,55.76,0.81,82.8,7.32
11/6/18,2.5,4.36,0.4,16.55,11.61,14.08,76.44,0.01,96.8,3.79,184.81,48.42,0.7,81.98,8.97
11/7/18,2.8,4.38,0.45,16.7,11.85,14.28,76.81,0,96.91,2.13,254,52.47,0.73,80.61,9.03
11/8/18,3.78,4.28,0.62,17.72,5.66,11.69,55,0,96.92,3.47,133.12,70.77,0.92,80.26,6.71
11/9/18,4.54,4.52,0.74,17.27,-5.22,6.03,24.75,0,97.06,5.88,64.62,81.19,0.94,81.79,3.05
11/10/18,4.39,4.44,0.73,17.05,-1.02,8.01,39.12,0,96.94,2.78,188.56,77.55,-999,79.41,4.64
11/11/18,4.19,4.22,0.7,16.43,0.9,8.66,46.69,0,97.24,3.83,110.69,72.71,0.81,74.23,5.13
11/12/18,4.54,4.54,0.77,14.94,-8.55,3.2,22.75,0,97.8,7.34,64.62,79.65,0.86,80.72,2.38
11/13/18,4.16,4.47,0.7,14.94,-6.79,4.08,25.38,0,98.04,7.2,70.31,72.91,0.78,78.82,2.69
11/14/18,4.21,4.36,0.72,15.66,-6.3,4.69,25.19,0,97.68,5.54,72.75,74.86,0.8,78.27,2.81
11/15/18,3.34,4.18,0.57,16.91,-2.88,7.01,31.5,0,97.26,1.92,142.62,60.62,0.7,75.54,3.85
11/16/18,4.1,4.17,0.71,17.37,2.49,9.93,46.12,0,97.02,1.62,209.75,72.77,0.74,74.89,5.68
11/17/18,3.76,3.98,0.66,15.8,7.09,11.44,63.25,0,97.12,1.98,205.88,67.78,0.75,72.36,6.96
11/18/18,4.03,4.03,0.7,16.7,3.55,10.12,51.44,0,97.19,1.25,112.69,71.74,0.73,72.9,5.8
11/19/18,2.63,3.67,0.46,15.4,3.55,9.48,53.19,0,97.17,1.81,152.69,48.15,0.52,65.98,5.86
11/20/18,3.83,3.85,0.68,15.64,9.98,12.81,75.38,0,97.12,1.73,215.19,69.85,0.66,71.28,8.24
11/21/18,3.42,3.82,0.61,15.66,11.03,13.34,78.44,0.17,97.36,2.66,190.69,64.07,0.69,71.88,8.67
11/22/18,3.17,3.89,0.57,14.83,11.76,13.3,83.56,1.37,97.51,3.71,271.5,59.16,0.7,72.49,8.91
11/23/18,3.69,3.84,0.66,14.62,10.74,12.68,79.38,0.18,97.36,2.85,309.69,68.45,0.73,72.13,8.3
11/24/18,3.07,3.73,0.56,15.29,12.3,13.8,84.25,0.19,96.84,2.23,270.5,58.16,0.64,70.68,9.28
11/25/18,3.68,3.76,0.67,16.38,7.25,11.81,62.06,0.08,97.02,2.51,58.5,67.61,0.68,70.05,7.08
11/26/18,3.88,3.86,0.72,15.95,-3.46,6.25,32.62,0.02,97.32,3.64,54.06,70.28,0.66,71.04,3.66
11/27/18,3.76,3.83,0.7,16.58,0.02,8.3,39.94,0.01,97.12,2.93,189.5,67.51,0.64,69.7,4.7
11/28/18,2.48,3.75,0.46,13.76,10.87,12.32,84.31,1.14,96.78,3.23,212.44,46.68,0.58,69.8,8.48
11/29/18,1.52,3.56,0.28,13.8,12.05,12.92,89.44,23.54,96.57,6.95,237.81,30.03,0.38,67.79,9.16
11/30/18,2.94,3.69,0.55,13.31,10.01,11.66,81,5.06,96.82,6.23,268.19,54.76,0.59,68.83,7.93
12/1/18,3.23,3.66,0.61,12.85,8.42,10.63,75.69,0.35,96.89,3.79,268.31,60.06,0.64,68.5,7.14
12/2/18,3.57,3.81,0.68,11.79,4.93,8.36,65.25,0.25,97.06,4.16,255.31,64.27,0.64,69.6,5.74
12/3/18,3.76,3.74,0.72,11.61,0.9,6.26,51.44,0,97.34,2.97,90,67.63,0.62,68.39,4.33
12/4/18,3.21,3.71,0.62,11.73,1.38,6.55,55.5,0.01,97.14,3.63,119.25,58.05,0.58,67.35,4.76
12/5/18,1.03,3.48,0.2,11.8,8.78,10.3,83.94,21.96,96.78,4.31,151,21.22,0.27,67.12,7.45
12/6/18,1.71,3.41,0.33,13.97,12.08,13.02,89.25,18.39,96.71,5.13,156.94,33.38,0.4,64.5,9.22
12/7/18,3.55,3.6,0.69,13.62,9.91,11.77,80.44,1.2,97.21,1.99,100.25,65.85,0.58,67.7,7.93
12/8/18,3.67,3.65,0.72,13.83,7.91,10.87,70.88,0,97.78,1.96,85.56,66.38,0.58,67.09,6.9
12/9/18,3.02,3.61,0.59,14.36,7.84,11.1,68.12,0,97.71,2.81,73.19,55.22,0.57,65.97,6.9
12/10/18,1.82,3.38,0.36,13.8,7.1,10.45,66.62,0.02,97.24,1.91,111.62,34.29,0.43,60.63,6.71
12/11/18,3.35,3.44,0.66,13,7.84,10.42,76.56,0.13,97.1,1.57,205.5,59.78,0.56,62.3,7.08
12/12/18,3.29,3.55,0.65,12.76,9.24,11,81.62,0.24,97.4,1.62,196.88,59.66,0.56,64.95,7.63
12/13/18,3.69,3.67,0.73,13.86,-0.23,6.81,43.69,0.01,97.68,4.79,82.69,65.73,0.6,66.38,4.21
12/14/18,1.76,3.62,0.35,13.15,1.9,7.53,50.19,0,97.47,3.96,93.88,33.45,0.41,65.92,4.88
12/15/18,3.5,3.56,0.7,14.28,1.7,7.99,47.56,0,97.24,2.54,88.31,62.91,0.55,65.02,4.76
12/16/18,3.43,3.58,0.68,14.32,7.44,10.87,67.56,0.13,97.42,2.25,195.12,61.43,0.52,65.03,7.08
12/17/18,2.85,3.49,0.57,13.09,11.11,12.1,89.06,0.16,97.55,2.2,253.5,53.19,0.48,65.46,8.48
12/18/18,3.24,3.5,0.64,13.82,10.87,12.34,84.75,0.04,97.58,2.43,285.12,59.01,0.5,64.51,8.42
12/19/18,3.33,3.6,0.66,15.19,6.28,10.73,60.69,0,97.48,2.23,77.94,59.55,0.57,64.95,6.35
12/20/18,3.19,3.63,0.63,16.23,6.36,11.3,56.19,0.01,97.32,1.9,157,56.87,0.59,64.95,6.47
12/21/18,1.52,3.48,0.3,13.88,9.9,11.89,78.88,0.02,96.99,1.24,165.75,29.41,0.39,63.57,8.06
12/22/18,3.02,3.46,0.6,15.24,8.09,11.67,67.31,0.07,97.15,1.29,188.31,55.77,0.56,64.16,7.26
12/23/18,2.59,3.44,0.52,13.66,7.88,10.77,72.44,0.19,97.36,1.88,202,47.62,0.5,62.88,7.08
12/24/18,2.99,3.4,0.59,14.01,9.19,11.6,76.25,0.69,97.03,2.18,223.69,55.08,0.56,62.76,7.69
12/25/18,2.57,3.49,0.51,11.67,9.59,10.63,87.62,10.35,96.52,5.43,282.25,48.63,0.51,65.48,7.81
12/26/18,3.57,3.56,0.71,11.74,7.26,9.5,77.88,0.01,96.95,1.87,245.81,64.48,0.52,65.28,6.71
12/27/18,3.08,3.51,0.61,10.76,7.51,9.14,81.31,0.39,96.79,3.11,227,56.32,0.52,64.61,6.71
12/28/18,3.76,3.75,0.74,8.3,-2.91,2.69,49.5,0,97.18,4.11,44.31,65.75,0.52,66.59,3.3
12/29/18,3.76,3.74,0.74,7.76,-4.6,1.58,44.56,0,97.77,4.04,44.56,66.26,0.52,66.97,2.87
12/30/18,3.62,3.62,0.71,9.99,2.11,6.05,63.19,0.01,97.19,2.9,162.44,65.14,0.55,66.14,4.94
12/31/18,1.66,3.35,0.33,10.33,8.34,9.33,87.81,3.74,96.68,5.03,194.88,31.59,0.34,60.87,7.14
1/1/19,3.85,3.84,0.75,6.88,-5.52,0.69,45.25,0.02,97.26,6.92,61.44,67.04,0.52,67.91,2.81
1/2/19,3.8,3.79,0.74,7.26,-7.89,-0.32,36.38,0,97.59,3.77,49.31,66.7,0.5,67.45,2.26
1/3/19,3.83,3.82,0.74,8.42,-4.63,1.89,43.69,0,97.47,3.64,87.81,66.77,0.55,67.39,2.99
1/4/19,3.75,3.74,0.73,10.42,-0.13,5.15,54.06,0,97.06,2.54,155.19,66.13,0.58,66.77,4.33
1/5/19,1.02,3.46,0.2,10.55,8.15,9.35,86.62,5.95,96.92,4.02,174.19,20.66,0.27,64.15,7.14
1/6/19,3.46,3.68,0.66,10.8,8.33,9.57,85.5,6.63,97.29,3.4,252.38,62.98,0.65,67.71,7.08
1/7/19,3.43,3.63,0.66,11.62,6.96,9.29,75.19,0.01,97.59,2.36,157.31,64.02,0.64,68.3,6.41
1/8/19,3.28,3.67,0.62,12.94,7.8,10.37,74.19,0,97.38,4.21,137.25,60.92,0.7,68.23,6.96
1/9/19,3.66,3.74,0.7,12.93,8.33,10.63,79,0.06,97.41,2.22,214.88,66.5,0.74,68.73,7.32
1/10/19,3.15,3.74,0.59,12.61,10.51,11.55,88.81,0.28,97.32,1.93,229.75,58.16,0.66,68.71,8.18
1/11/19,2.51,3.61,0.47,12.23,7.72,9.98,78.56,0.2,97.18,2.38,137.62,46.5,0.54,65.07,6.96
1/12/19,3.17,3.73,0.59,11.33,9.5,10.41,89.44,10.82,97.06,3.58,228.06,58.58,0.61,69.13,7.69
1/13/19,2.29,3.72,0.42,11.24,6.97,9.11,77,0.01,97.18,2.71,131.25,43.54,0.54,68.82,6.47
1/14/19,1.08,3.47,0.2,11.45,9.53,10.49,89,16.52,97.04,5.61,154.81,22.36,0.31,64.87,7.81
1/15/19,2.62,3.72,0.48,12.2,9.65,10.93,85.62,3.31,97.2,4.35,194.62,50.23,0.6,70.48,7.75
1/16/19,2.45,3.66,0.45,13.84,12.02,12.94,89.44,2.7,97.56,3.94,172.69,47.05,0.55,69.29,9.03
1/17/19,1.57,3.65,0.28,13.47,12.77,13.12,95.69,7.91,97.66,2.88,225.81,31.64,0.44,69.85,9.46
1/18/19,3.3,3.88,0.59,12.9,10.87,11.89,88.56,0.67,97.76,3.34,239,62.03,0.7,73,8.36
1/19/19,4.07,4.06,0.73,14.16,3.44,8.8,52.69,0,97.66,5,71.5,73.57,0.85,74.44,5.19
1/20/19,3.21,3.98,0.57,14.9,7.67,11.29,67.12,0.14,97.25,2.81,186.38,59.26,0.83,72.77,7.02
1/21/19,4.12,4.17,0.73,11.52,7.62,9.57,79.56,0.35,97.21,6.59,292.56,74.67,0.88,76.41,6.9
1/22/19,4.18,4.32,0.73,10.01,-1.01,4.5,54.12,0,97.71,4.15,43.69,73.89,0.75,76.86,3.97
1/23/19,4.26,4.24,0.74,10.97,-1.95,4.51,44.56,0,97.85,3.78,45.5,75.94,0.73,76.56,3.6
1/24/19,3.53,4.23,0.61,13.01,0.83,6.92,46.56,0,97.46,5.38,71.56,64.17,0.71,76.5,4.33
1/25/19,4.38,4.39,0.75,13.5,1.16,7.33,47.81,0,97.43,3.51,72,77.15,0.84,78.31,4.52
1/26/19,4.18,4.38,0.71,14.39,0.98,7.69,44.31,0,97.64,5.34,58.5,74.6,0.82,78.6,4.39
1/27/19,4.23,4.31,0.71,15.05,4.51,9.78,54.75,0,97.39,2.6,177.38,75.78,0.82,78.05,5.8
1/28/19,3.38,4.19,0.57,16.19,6.63,11.41,58.62,0,96.99,0.96,120.25,61.19,0.77,75.02,6.71
1/29/19,3.4,4.18,0.56,14.57,7.83,11.2,69.25,0,96.76,1.56,175.56,62.79,0.89,76.34,7.2
1/30/19,3.64,4.13,0.6,13.57,7.76,10.66,72.5,0.08,96.71,1.31,178.94,67.59,0.88,76.82,6.96
1/31/19,1.65,3.95,0.27,12.26,9.9,11.08,86.81,11.58,96.82,3.58,189.88,32.91,0.48,73.54,7.93
2/1/19,3,4.29,0.48,12.48,9.78,11.13,84.88,0.96,96.9,3.34,179,56.41,0.61,78.99,7.81
2/2/19,1.44,4.06,0.23,12.8,10.3,11.55,86,30.55,96.66,7.33,180.81,29.58,0.45,77.08,8.18
2/3/19,3.95,4.45,0.63,10.36,7.48,8.92,83.69,0.47,96.74,3.6,213.69,72.42,0.88,82.11,6.71
2/4/19,3.32,4.42,0.52,11.26,9.48,10.37,89.06,11.21,96.65,6.55,214.44,63.02,0.86,82.88,7.69
2/5/19,3.28,4.6,0.52,9.34,7.2,8.27,86.69,6.28,96.76,5.79,259.62,61.11,0.76,85.23,6.59
2/6/19,4.72,4.81,0.73,7.77,1.82,4.8,67.94,0.16,97.35,4.3,282.69,84.02,0.86,86.39,4.52
2/7/19,4.8,4.78,0.74,8.25,-0.6,3.83,58.12,0.04,97.64,2.97,106.94,85.48,0.84,86.09,3.78
2/8/19,4.74,4.81,0.73,8.65,1.61,5.13,65.38,0,97.29,3.27,192.94,84.6,0.87,86.57,4.64
2/9/19,3.43,4.74,0.52,8.82,6.57,7.69,86.62,0.32,97.11,2.93,266.19,63.75,0.78,87.77,6.29
2/10/19,3.69,4.8,0.55,9.67,6.52,8.1,81.62,1.05,97.12,4.7,267.25,68.18,0.87,88.15,6.23
2/11/19,5.15,5.13,0.77,8.88,-0.48,4.2,57.62,0.01,97.37,2.29,149.56,90.01,0.96,90.69,3.91
2/12/19,4.09,5.05,0.61,11.47,1.02,6.25,53.75,0,97.26,3.47,137.88,74.05,0.86,89.88,4.58
2/13/19,1.35,4.48,0.2,11.92,6.98,9.45,75.62,11.21,96.84,5.98,163.12,28.13,0.46,85.8,6.71
2/14/19,0.71,4.64,0.1,13.56,12.94,13.25,96.12,50.19,96.75,7.74,222.06,14.97,0.24,88.64,9.7
2/15/19,4,5.07,0.58,10.99,8.76,9.88,86.75,2.21,97.22,4.56,262.19,74.65,1.02,93.89,7.26
2/16/19,4.7,5.18,0.67,10.33,6.43,8.38,78.31,1.6,97.37,6.4,288.31,85.76,1.2,94.95,6.23
2/17/19,4.33,5.09,0.62,9.48,6.21,7.84,80.75,6.25,97.2,7.73,275.38,79.59,1.02,93.31,6.1
2/18/19,4.7,5.28,0.66,7.89,2.8,5.34,72,1.14,97.04,4.05,300.5,84.39,0.9,95.27,4.88
2/19/19,5.45,5.44,0.77,7.73,-2.39,2.67,52.62,0,97.31,2.39,254.44,96.37,0.91,97.07,3.36
2/20/19,2.94,5.15,0.41,8.24,3,5.62,71,4.73,96.73,4.38,242.38,55.85,0.64,94.19,5.07
2/21/19,3.17,5.13,0.44,7.81,5.51,6.65,85.62,9.78,95.92,7.09,270.06,60,0.67,93.3,5.92
2/22/19,5.55,5.53,0.76,7.57,0.6,4.08,64.25,0.13,96.93,2.72,198.5,98.38,0.92,98.92,4.15
2/23/19,5.64,5.62,0.77,9.23,-1.38,3.92,52.94,0,97.79,2.14,130.12,99.73,1.19,100.35,3.66
2/24/19,5.38,5.51,0.73,10.19,0.33,5.26,54.5,0.06,97.39,2.39,166.75,97.05,1.27,99.9,4.21
2/25/19,5.36,5.42,0.72,12.12,5.23,8.67,66.69,0,97.19,1.8,188.06,97.34,1.31,99.1,5.92
2/26/19,3.01,5.3,0.4,11.74,7.73,9.73,79.5,0.08,97.25,2.7,176.5,57.6,1.03,96.66,6.96
2/27/19,5.34,5.43,0.7,11.98,8.36,10.17,80.12,0.12,97.43,2.61,267.25,99.41,1.63,101.77,7.08
2/28/19,4.31,5.47,0.56,13.68,10.99,12.33,85.06,0.13,97.32,1.9,243.19,81.71,1.58,102.49,8.48
3/1/19,3.26,5.47,0.42,13.8,10.77,12.29,83.94,0.13,97.19,1.6,287.19,63.49,1.42,102.97,8.36
3/2/19,2.2,5.44,0.28,12.85,11.53,12.19,92.25,7.52,97.21,4.97,210.62,44.8,1.1,102.3,8.85
3/3/19,4.24,5.78,0.54,12.62,11.04,11.83,90.5,1.62,97.29,3.84,257.94,80.69,1.64,107.52,8.48
3/4/19,3.49,5.9,0.45,11.32,8.97,10.15,85.88,0.55,97.19,3.17,262.62,67.02,1.37,108.13,7.39
3/5/19,4.49,5.73,0.56,13.01,6.73,9.87,70.81,0.06,97.02,2.84,164.5,83.91,1.48,106.29,6.47
3/6/19,2.2,5.65,0.27,13.74,9.88,11.81,79.31,4.43,96.98,4.18,193.62,45.24,0.91,107.93,7.93
3/7/19,4.97,5.93,0.62,12.25,9.79,11.01,85.75,1.99,97.07,4.35,250.56,92.64,1.29,109,7.81
3/8/19,5.5,6.01,0.68,9.74,6.34,8.05,80.06,1.01,97.09,5.18,276.69,101.12,1.36,110.49,6.16
3/9/19,4.9,5.97,0.59,9.36,5.93,7.64,79.69,0.1,97.01,3.12,257.75,90.63,1.32,109.18,5.98
3/10/19,3.76,5.93,0.45,8.83,5.11,6.98,78.69,0.09,96.82,2.06,252.31,72.34,1.06,109.34,5.68
3/11/19,1.7,5.8,0.2,8.94,5.83,7.38,81.94,7.1,96.56,2.88,64.38,35.13,0.48,106.52,6.04
3/12/19,5.48,6.11,0.66,11.17,7.87,9.52,82.12,2.34,96.38,4.41,163.75,101.84,1.19,113.24,6.96
3/13/19,6.14,6.36,0.73,11.63,6.77,9.2,74.81,0.55,97,4.05,238.19,111.02,1.62,115.32,6.41
3/14/19,6.55,6.55,0.77,11.46,0.76,6.11,52.12,0,97.48,4.52,61.12,116.91,1.63,117.66,4.27
3/15/19,5.97,6.55,0.7,12.57,2.31,7.44,53.81,0,97.29,3.1,107.06,108.19,1.44,118.38,4.82
3/16/19,6.35,6.49,0.73,15.09,5.1,10.1,56.56,0.16,97.12,2.39,99.06,114.74,-999,117.89,5.98
3/17/19,6.51,6.51,0.75,15.93,8.01,11.97,65.06,0.16,97.05,2.38,124.94,117.55,1.46,118.28,7.14
3/18/19,5.65,6.51,0.65,15.99,9.09,12.55,68.56,0.2,96.97,2.16,167.38,104.02,1.53,118.74,7.63
3/19/19,5.41,6.54,0.62,13.78,10.01,11.9,80.62,0.35,96.96,3.83,187.44,99.88,1.57,118.71,8
3/20/19,5.09,6.41,0.58,12.36,9.35,10.86,83.5,2.97,97.12,4.12,227.56,95.62,1.3,118.09,7.63
3/21/19,4.23,6.49,0.48,11.51,8.46,9.98,82.62,3.44,97.39,4.08,260.19,80.29,1.06,120.24,7.14
3/22/19,6.47,6.57,0.73,12.16,8.56,10.37,80.38,0.17,97.43,3.35,304.56,119.11,1.65,121.13,7.14
3/23/19,6.23,6.6,0.7,12.6,8.96,10.78,80.75,0.19,97.47,3.46,291.69,115.33,1.87,121.9,7.39
3/24/19,6.51,6.78,0.72,14.09,9.05,11.57,75.31,0.06,97.45,2.37,271,118.37,1.9,122.96,7.45
3/25/19,6.81,6.87,0.75,14.84,8.32,11.58,70.5,0,97.29,2.17,198.19,121.98,1.86,123.32,7.2
