Date_time,All sky irradiance,Clear sky irradiance,ALLSKY ICI,Temperature,Dew point,Wet bulb,Relative humidity,Precipitation,Surface pressure,Wind speed,Wind direction,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT,QV2M
1/24/18,4.2,4.32,0.73,14.12,-0.6,6.76,42.38,0,97.29,3.38,121.25,73.4,0.69,76.3,4.09
1/25/18,2.9,4.15,0.49,11.01,8.31,9.66,84.31,0.18,97.28,3.31,272.19,54.1,0.59,76.51,7.08
1/26/18,4.17,4.29,0.71,11.38,3.52,7.45,63.19,0,97.53,2.53,154.94,75.16,-999,78.09,5.25
1/27/18,4.01,4.31,0.68,13.2,-2.48,5.37,38,0,97.61,4.56,57.38,72.44,0.7,78.27,3.48
1/28/18,4.43,4.43,0.74,16.2,0.08,8.14,36.62,0,97.54,6.42,60.56,79.25,0.73,80.19,4.21
1/29/18,4.55,4.58,0.76,17.49,1.25,9.37,36.69,0,97.39,6.15,68.38,79.81,0.74,81.22,4.52
1/30/18,2.85,4.5,0.47,17.98,2.15,10.06,38.44,0,97.12,2.62,118.69,51.95,0.58,78.77,4.82
1/31/18,4.39,4.36,0.72,18.08,4.37,11.23,47.44,0,96.97,1.64,192.81,79.25,0.73,79.75,6.1
2/1/18,3.7,4.48,0.6,18.05,4.01,11.02,45.25,0,97.05,2.01,149.62,67.23,0.73,80.66,5.8
2/2/18,4.06,4.5,0.65,17.95,4.19,11.08,45.75,0,97.28,1.66,149.12,73.36,0.78,81.55,5.8
2/3/18,4.59,4.56,0.73,19.11,4.91,12.01,43.94,0,97.25,1.87,170.75,82.01,0.8,82.5,5.98
2/4/18,4.6,4.58,0.73,19.17,5.95,12.56,47.75,0.01,97.16,1.1,200.88,81.73,0.77,82.32,6.41
2/5/18,3.5,4.55,0.55,17.07,7.69,12.37,59.62,0.04,96.92,1.64,208.19,64.16,0.7,82.66,7.14
2/6/18,3.54,4.64,0.55,15.37,5.37,10.37,57.56,0.15,97.01,2.3,157,65.2,0.76,84.09,6.16
2/7/18,4.63,4.81,0.71,16.6,0.18,8.39,38.19,0,97.59,3.73,69.56,82.2,0.82,86.16,4.21
2/8/18,4.73,4.84,0.73,18.09,2.58,10.33,40.62,0.08,97.33,2.02,71.69,84.14,0.88,86.81,5.13
2/9/18,3.64,4.82,0.55,15.8,6.3,11.05,60.5,0.01,96.98,2.27,196.12,66.07,0.84,85.88,6.65
2/10/18,2.59,4.72,0.39,12.51,9.71,11.11,85,0.06,96.69,3.91,190.38,49.69,0.71,87.26,7.93
2/11/18,4.5,4.7,0.67,13.58,3.13,8.36,58.06,0.12,96.68,4.21,129.56,81.02,0.88,85.1,5.49
2/12/18,3.49,4.84,0.52,11.59,8.9,10.25,84,0.81,96.64,5.02,231.62,64.5,0.83,88.7,7.45
2/13/18,4.48,4.84,0.66,12.4,6.79,9.59,70.62,0.16,97.3,2.55,177.25,82.11,0.81,89.21,6.41
2/14/18,3.08,4.74,0.45,13.11,9.14,11.12,79,1.71,97.33,3.16,171.88,59.12,0.66,88.8,7.57
2/15/18,4.75,4.93,0.69,14.42,9.35,11.89,74.38,0.22,97.27,2.85,100.94,86.62,0.94,90.35,7.63
2/16/18,4.63,5.11,0.66,14.69,0.94,7.82,45.5,0,97.42,2.8,131.94,82.45,0.96,91.22,4.58
2/17/18,4.79,5.15,0.68,14.54,-0.26,7.14,42.69,0,97.3,2.84,182.81,86.59,0.98,93.28,4.27
2/18/18,4.88,5.14,0.69,13.53,8.06,10.8,72.19,0.32,96.85,4.15,242.69,88.29,1.04,93.71,7.08
2/19/18,5.11,5.39,0.72,9.55,3.19,6.37,66.31,0.65,96.79,8.07,281.25,92.21,1.12,98.02,5.07
2/20/18,5.33,5.46,0.74,8.13,-3.79,2.17,46.56,0,97.32,2.05,279.44,94.29,0.99,97.48,3.05
2/21/18,4.75,5.18,0.66,7.98,1.3,4.65,64.31,0.06,97.42,2.84,245.25,85.54,0.83,93.27,4.33
2/22/18,3.85,5.29,0.52,9.03,4.37,6.7,74.25,0.78,97.67,3.73,245.31,71.06,0.71,96.59,5.43
2/23/18,4.95,5.56,0.67,8.29,2.32,5.3,68.19,1.36,97.65,5.82,276.81,88.45,0.96,99.67,4.7
2/24/18,5.68,5.7,0.77,8.3,-5.77,1.26,42.19,0,97.81,3.08,184.62,99.4,0.97,100.48,2.69
2/25/18,5.46,5.54,0.73,10.73,-1.65,4.55,48,0,97.45,3.34,107.81,97.01,-999,99.17,3.6
2/26/18,5.47,5.53,0.73,10.25,4.25,7.25,70.31,1.06,97.02,4.25,205.62,97.84,0.95,99.7,5.55
2/27/18,4.51,5.56,0.59,8.34,4.47,6.4,77.75,9.99,96.92,4.39,260.44,82.33,0.83,100.98,5.43
2/28/18,5.23,5.49,0.68,9.07,4.37,6.72,74.44,0.1,97.52,2.24,278.25,93.93,0.89,98.88,5.37
3/1/18,5.67,5.69,0.73,9.86,3.36,6.61,69.38,0.01,97.44,2.06,231.38,102.89,1.15,103.92,5.13
3/2/18,5.61,5.66,0.72,11.4,7.65,9.53,80.31,0.38,97.24,2.8,277.12,103.03,1.25,104.54,6.77
3/3/18,4.11,5.73,0.52,11.83,9.08,10.45,84.62,3.81,97.16,4.82,234.88,77.74,1.14,106.55,7.45
3/4/18,5.87,6.01,0.74,10.43,2.87,6.65,64.31,0.38,97.43,3.8,266.31,105.5,1.3,108.48,4.94
3/5/18,5.77,6.12,0.73,12.37,-3.4,4.49,39.69,0,97.32,4.04,65.38,103.32,1.49,109.59,3.3
3/6/18,6.02,6.16,0.75,15.48,-0.74,7.37,39.88,0,97.15,2.07,155,107.32,1.51,110.22,4.21
3/7/18,4.2,5.98,0.52,15.73,2.15,8.94,49.25,0,97.09,1.77,209.75,78.69,1.28,108.77,5.25
3/8/18,4.58,5.93,0.56,15.38,5.05,10.22,57.25,0,97.09,2.44,318.38,86.41,1.48,109.95,5.98
3/9/18,3.27,5.9,0.4,14.96,10.73,12.84,78.12,0.19,96.92,2.2,220.38,65.21,1.19,112.25,8.42
3/10/18,1.24,5.7,0.15,13.33,12.1,12.72,92.38,10.71,96.99,3.34,187.31,26.34,0.48,108.7,9.09
3/11/18,4.17,6,0.5,14.74,12.48,13.62,87.62,2.61,97.16,3.73,180.44,80.66,1.29,113.02,9.34
3/12/18,4.19,5.96,0.5,16.17,10.3,13.24,73,0.16,97.19,2.06,157.88,80.4,1.29,111.66,8.12
3/13/18,3.17,6.02,0.38,15.42,11.74,13.58,81,0.53,97.12,2.35,256.5,63.58,1.09,115.05,8.91
3/14/18,5.57,6.24,0.66,13.52,10.57,12.05,83.81,3.16,97.05,4.52,246,104.05,1.47,116.05,8.3
3/15/18,5.97,6.5,0.7,11.38,7.48,9.44,78.94,3.91,97.02,5.09,250.31,108.26,1.41,118.14,6.77
3/16/18,5.82,6.42,0.67,10.51,5.82,8.16,74.94,0.23,97.03,3.76,253.31,106.55,1.38,117.55,5.98
3/17/18,4.64,6.4,0.53,10.87,7.6,9.23,81.56,6.68,97.05,4.62,256.94,87.33,1.22,118.2,6.77
3/18/18,5.53,6.5,0.63,11.35,4.7,8.03,67.44,0.18,97.31,2.62,235.94,101.23,1.28,117.32,5.55
3/19/18,6.04,6.54,0.69,14.4,2.61,8.51,51.44,0,97.15,1.69,148,110.52,1.41,119.03,5.07
3/20/18,5.53,6.43,0.62,15.51,4.34,9.93,53.31,0,97.02,2.37,185.88,103.77,1.41,119.1,5.74
3/21/18,5.23,6.32,0.59,17.58,7.37,12.48,52.88,0,96.97,1.6,177,100.35,1.52,119.29,6.77
3/22/18,1.97,6.24,0.22,15.92,11.76,13.83,77.31,0.81,97.16,2.52,220.5,41.86,0.74,117.86,8.97
3/23/18,5.49,6.76,0.61,14.12,10.91,12.51,83.31,1.69,97.28,2.98,236,103.05,1.55,124.56,8.42
3/24/18,5.88,6.77,0.65,11.41,7.42,9.41,77.75,0.1,97.1,4.41,254.88,108.37,1.58,123.45,6.65
3/25/18,6.4,6.78,0.7,10.69,6.18,8.44,75.25,0.08,97.04,4.97,267.94,116.85,1.56,123.47,6.1
3/26/18,6.64,6.93,0.73,11.46,4.96,8.21,67.88,0.11,97.02,3.59,286.25,120.6,1.53,125.86,5.68
3/27/18,7.08,7.1,0.77,13.67,2.13,7.9,57,0,97.29,2.32,181.56,126.66,1.41,127.43,5.07
3/28/18,7.04,7.05,0.76,16.45,3.58,10.02,46.94,0,97.3,2.2,228.12,126.9,1.48,127.4,5.37
3/29/18,6.8,7,0.73,17.51,5.91,11.71,50.75,0,97.16,1.57,218.75,124.54,1.66,128.08,6.16
3/30/18,6.27,7.13,0.67,19.37,6.15,12.76,46.88,0,97.14,1.63,199.19,115.07,1.77,129.33,6.35
3/31/18,4.5,6.98,0.48,17.14,6.23,11.68,52.12,0,97.01,1.62,191.81,84.98,1.52,126.19,6.35
4/1/18,3.91,6.84,0.41,14.19,6.76,10.47,66.5,0.01,96.71,1.99,201.12,75.98,1.33,125.67,6.59
4/2/18,3.56,6.99,0.38,12.48,9.52,11,83.06,0.04,96.59,3.88,217.62,70.58,1.16,129.19,7.69
4/3/18,6.34,6.94,0.66,15.9,10.42,13.16,74.19,0.05,96.85,3.02,294.12,117.93,1.59,128.35,8.18
4/4/18,3.33,7.09,0.34,14.81,10.51,12.66,77.94,0.01,97.1,2.63,303.75,64.87,1.11,129.66,8.18
4/5/18,6.44,7.07,0.66,14.3,8.81,11.55,73.75,0,97.05,2.23,256.06,118.79,1.78,129.68,7.39
4/6/18,5.72,6.9,0.59,14.51,10.5,12.51,78.62,0.01,96.91,3.43,254.62,110.57,1.81,131.7,8.24
4/7/18,4.88,6.97,0.5,16.5,13.81,15.15,85.06,0.02,96.84,3.55,272.62,98.03,1.77,135,10.25
4/8/18,6.88,7.45,0.7,16.73,8.18,12.45,63.62,0,96.78,2.79,268.5,126.53,2.12,136.3,7.2
4/9/18,7.4,7.57,0.75,21.98,3.14,12.56,36.69,0,96.88,2.25,95.31,132.86,2.04,136.07,5.49
4/10/18,7.4,7.48,0.75,22.02,5.51,13.77,40.44,0,97.03,2.16,186.88,134.71,2.09,136.34,6.47
4/11/18,6.81,7.47,0.69,15.91,9.59,12.75,69.44,0.03,96.97,3.77,228.88,126.92,2.06,137.8,7.87
4/12/18,7.29,7.67,0.73,12.5,7.49,9.99,75,0.1,97.17,6.04,286.31,132.38,2.04,138.89,6.77
4/13/18,7.51,7.72,0.75,15.94,0.57,8.25,45.19,0,97.56,3.73,72.31,133.8,1.93,137.44,4.52
4/14/18,7.54,7.71,0.75,19.03,-0.57,9.23,32.62,0.01,97.54,3.21,175.31,134.58,-999,137.52,4.15
4/15/18,5.82,7.59,0.57,18.09,3.31,10.7,44.75,0,97,2.59,276,107.66,1.7,136.3,5.62
4/16/18,6.79,7.56,0.66,12.66,8.38,10.52,76.44,0,97.1,4.88,278.12,126.56,1.98,139.52,7.14
4/17/18,7.87,7.96,0.77,13.17,2.43,7.8,55.75,0,97.3,2.83,311.19,141.75,1.98,143.26,4.94
4/18/18,7.76,7.85,0.76,13.79,3.76,8.77,57.56,0,97.16,3.38,196.75,140.41,1.99,141.93,5.49
4/19/18,6.27,7.72,0.61,10.96,6.33,8.64,75.12,0.81,97.17,5.38,270.25,116.27,1.8,141.21,6.16
4/20/18,7.71,7.81,0.74,15.01,6.17,10.59,62.06,0,97.3,2.8,267.94,139.7,1.9,141.41,6.23
4/21/18,6.23,7.75,0.6,19.69,4.96,12.33,43.06,0,97.06,1.71,133.69,115.38,1.8,140.23,5.92
4/22/18,7.58,7.8,0.73,20.12,5.94,13.03,44.94,0.03,96.83,2.05,228.81,139.26,2.13,142.84,6.41
4/23/18,5.59,7.94,0.53,19.88,5.23,12.55,44,0.03,96.94,2.16,219.62,106.07,1.77,145.48,6.1
4/24/18,6.04,7.95,0.58,17.65,4.16,10.9,46.06,0,97,1.89,272.12,112.98,1.88,144.87,5.68
4/25/18,7.03,7.79,0.66,16.84,4.97,10.9,51.5,0.04,97.12,2.2,231.19,132.3,2.1,144.58,5.86
4/26/18,6.29,7.89,0.59,13.09,7.5,10.3,72.38,0.02,97.03,2.2,294.88,118.78,1.91,145.68,6.77
4/27/18,7.13,8.02,0.67,13.34,8.04,10.69,74.19,0.04,96.97,3.28,287.06,131.95,1.98,146.53,6.96
4/28/18,7.42,7.98,0.7,13.55,8.6,11.08,75.06,0.01,96.89,3.67,258.44,137.25,2.05,146.24,7.26
4/29/18,5.37,7.99,0.5,12.9,9.11,11.01,79.31,0.1,96.94,4.91,245.06,103.05,1.66,146.68,7.45
4/30/18,3.75,7.66,0.35,11.86,9.76,10.8,87.25,0.41,96.9,5,234,74.14,1.2,140.16,7.81
5/1/18,3.41,7.53,0.32,11.15,7.12,9.13,77.19,0.72,96.71,5.51,232.38,68.4,1.03,136.68,6.53
5/2/18,5.16,7.68,0.48,12.08,8.52,10.3,80.06,0.78,97.11,3.29,246.5,98.77,1.24,141.85,7.14
5/3/18,7.93,8.01,0.73,16.97,7.98,12.47,61.12,0.03,97.44,2.31,235.69,145.59,1.73,146.87,7.02
5/4/18,8.08,8.2,0.75,21.97,5.26,13.61,40.19,0,97.33,2.58,157.62,147.33,2.04,149.16,6.04
5/5/18,8.1,8.32,0.75,22.77,5.37,14.07,38.56,0,96.94,2.52,227.69,146.51,2.2,149.93,6.16
5/6/18,7.71,8.27,0.71,20.23,5.62,12.93,43.94,0,96.99,3.1,286.5,141.18,2.26,149.85,6.29
5/7/18,7.19,8.25,0.66,17.97,4.19,11.08,47.38,0.01,97.11,2.03,284.06,133.89,2.29,150.88,5.86
5/8/18,5.27,8,0.48,18.25,5.35,11.8,48.19,0.03,96.96,2.05,236.12,101.48,1.83,147.94,6.1
5/9/18,6.65,7.98,0.61,19.46,8.44,13.95,55.69,0.1,96.71,2.38,231,126.91,2.26,149.22,7.32
5/10/18,4.95,8.24,0.45,16.94,10.58,13.76,70.06,0.06,96.61,3.22,224.75,97.34,1.84,152.41,8.36
5/11/18,2.33,8.11,0.21,13.48,10.19,11.83,81.38,0.14,96.56,6.23,203.88,49.5,0.98,150.85,8.06
5/12/18,5.83,8.26,0.53,13.36,9.29,11.32,77.44,0.11,96.82,4.62,220.38,112.88,1.86,153.39,7.57
5/13/18,7.5,8.29,0.68,14.4,9.06,11.73,72.44,0.02,96.99,3.32,265.75,139.62,2.12,152.4,7.45
5/14/18,7.2,8.2,0.65,15.49,10.9,13.19,76.12,0.01,96.94,4.23,287.38,135.28,2.05,151.62,8.42
5/15/18,7.21,8.39,0.65,15.08,9.03,12.06,70.81,0,97.08,3.65,291.5,134.64,2.2,153.75,7.45
5/16/18,7.85,8.47,0.7,14.61,9.58,12.09,74.12,0,97.07,4.19,282.19,145.34,2.43,155.24,7.69
5/17/18,4.97,8.38,0.45,13.57,8.94,11.25,75.25,0,96.95,4.4,248.44,97.55,1.75,154.14,7.39
5/18/18,4.54,8.18,0.41,13.84,10.62,12.23,81.62,0,96.8,3.63,257.25,89.31,1.53,151.34,8.3
5/19/18,3.8,8.15,0.34,15.39,11.49,13.44,79.5,0,96.68,3.39,268.75,76.74,1.36,151.88,8.79
5/20/18,3.03,8.19,0.27,15.04,11.08,13.05,78.75,0.03,96.7,3.56,262.75,62.98,1.15,152.08,8.54
5/21/18,3.4,8.04,0.3,13.67,9.82,11.74,78.44,0.04,96.64,4.12,237.81,69.11,1.18,148.41,7.87
5/22/18,6.46,8.15,0.58,14.57,9.25,11.9,72.94,0.02,96.71,3.05,238.5,123.6,1.88,151.22,7.57
5/23/18,5.19,8.33,0.46,15.26,9.67,12.47,72.19,0.02,96.87,2.84,254.38,101.69,1.7,155.27,7.75
5/24/18,4.59,8.49,0.41,14.68,9.76,12.22,74.44,0.05,97.21,3.55,237.44,91.98,1.65,158.01,7.75
5/25/18,8.13,8.47,0.72,14.96,9.98,12.48,74,0.01,97.3,4.8,275.69,152.77,2.41,157.95,7.93
5/26/18,5.98,8.26,0.53,14.72,10.73,12.73,78.31,0.02,97.06,4.62,268.38,115.8,1.96,153.83,8.3
5/27/18,6.78,8.38,0.6,15.75,10.86,13.3,75.5,0.03,96.82,3.34,270.94,128.48,2.11,155.12,8.42
5/28/18,4.39,8.39,0.39,18.43,10.82,14.62,67.25,0.03,96.76,2.88,286.88,87.21,1.71,156.16,8.48
5/29/18,2.81,8.32,0.25,17.97,10.7,14.33,68.25,0.03,96.51,2.83,245.31,59.29,1.28,156.26,8.42
5/30/18,4.91,8.43,0.43,15.01,11.11,13.06,79.19,0.02,96.59,3.79,213.06,98.55,1.95,158.41,8.54
5/31/18,5.96,8.61,0.52,15.76,11.42,13.59,76.94,0.01,96.74,3.46,245.31,115.12,2.09,159.88,8.73
6/1/18,8.42,8.65,0.74,17.05,6.87,11.97,57.19,0,96.94,2.5,286.06,156.48,2.55,159.59,6.59
6/2/18,7.79,8.58,0.69,19.73,7.9,13.81,51.94,0,96.9,2.25,246.38,145.76,2.43,157.91,7.08
6/3/18,7.87,8.63,0.69,21.35,8.76,15.05,53.19,0,96.69,2.52,245.44,147.07,2.49,158.35,7.63
6/4/18,4.22,8.64,0.37,19.96,9.01,14.48,56.38,0,96.6,2.61,203.5,84.22,1.62,159.62,7.63
6/5/18,3.44,8.53,0.3,16.54,10.52,13.53,70.19,0,96.64,2.84,202.94,70.8,1.48,159.09,8.24
6/6/18,6.74,8.64,0.59,16.13,10.52,13.33,72.38,0,96.66,2.73,245.25,128.62,2.31,159.61,8.24
6/7/18,7.49,8.53,0.66,16.3,9.84,13.08,69.5,0,96.83,2.75,262.69,141.48,2.39,157.53,7.93
6/8/18,8.05,8.6,0.7,20.37,8.08,14.23,51.94,0,96.79,2.28,209.62,149.82,2.55,157.95,7.32
6/9/18,8,8.55,0.7,20.49,9.65,15.08,56.56,0,96.76,2.84,237.12,151.51,2.59,159.87,8.06
6/10/18,8.12,8.61,0.71,18.77,10.09,14.43,63.06,0.01,96.65,2.93,227.75,152.95,2.59,160.09,8.24
6/11/18,7.59,8.57,0.66,21.06,9.2,15.13,54,0,96.45,2.38,210.31,143.74,2.51,159.29,7.87
6/12/18,6.59,8.72,0.58,21.81,9.03,15.42,49.19,0.01,96.45,2.16,193,127.3,2.44,161.72,7.69
6/13/18,7.11,8.52,0.62,22.7,6.12,14.4,40.12,0,96.47,2.25,209.75,137.55,2.6,160.6,6.65
6/14/18,6.51,8.55,0.57,22.1,9.3,15.7,49.81,0,96.45,2.89,196,126.31,2.44,160.51,8.06
6/15/18,6.53,8.49,0.57,20.04,10.81,15.42,60.31,0.01,96.38,4.03,200.19,126.17,2.41,159.11,8.61
6/16/18,3.25,8.52,0.28,15.08,11.42,13.25,79.56,0.02,96.47,5.26,208.38,67.93,1.44,159.53,8.79
6/17/18,4.9,8.66,0.43,15.22,10.98,13.1,76.88,0.03,96.83,4.82,237,98.52,1.98,162.85,8.48
6/18/18,7.79,8.7,0.68,16.58,11.1,13.84,72.31,0.01,97.01,3.84,285.12,146.77,2.83,161.1,8.54
6/19/18,4.41,8.63,0.38,18.9,11.49,15.19,67.88,0.02,96.87,3.04,291.5,88.33,1.89,159.7,8.85
6/20/18,4.03,8.67,0.35,20.59,10.15,15.37,61.06,0.01,96.77,2.03,266.5,81.43,1.74,160.18,8.3
6/21/18,4,8.63,0.35,19.62,10.36,14.99,61.06,0.01,96.78,2.16,232.44,81.42,1.76,160.39,8.24
6/22/18,5.1,8.71,0.45,20.05,9.66,14.85,58.25,0.01,96.6,2.02,221.88,101.17,2.16,161.02,7.93
6/23/18,2.99,8.78,0.26,16.96,11.53,14.24,72.56,0.01,96.52,3.91,190.5,61.91,1.37,161.22,8.85
6/24/18,5.12,8.8,0.45,17.53,11.1,14.32,69.88,0,96.71,3.17,209.38,100.68,1.98,162.1,8.61
6/25/18,7.15,8.8,0.62,18.63,8.83,13.73,59.06,0,96.85,2.27,232.19,135.14,2.42,161.46,7.51
6/26/18,7.83,8.82,0.69,19.72,9.04,14.37,55.25,0,96.86,2.06,242.62,146.23,2.69,161.42,7.69
6/27/18,7.11,8.67,0.62,20.56,7.08,13.82,46.56,0,96.82,2.27,236.56,136.21,2.59,160.84,6.77
6/28/18,6.29,8.66,0.55,18.05,9.96,14.01,64.31,0,96.74,2.83,228.25,122.57,2.38,160.96,8.12
6/29/18,3.8,8.53,0.33,16.39,11.46,13.92,75.19,0,96.76,4.29,202.38,78.05,1.59,158.84,8.79
6/30/18,5.54,8.56,0.48,18.58,10.62,14.6,65.94,0,96.85,3.54,204.69,109.21,1.98,159.15,8.36
7/1/18,6.88,8.59,0.6,19.43,10.23,14.83,62.81,0,96.99,2.71,205.81,130.87,2.32,158.74,8.24
7/2/18,7.62,8.56,0.66,19.38,9.73,14.55,60.5,0,96.85,2.23,232.62,144.21,2.52,158.7,8
7/3/18,7.58,8.47,0.66,19.21,11.18,15.19,64.75,0,96.8,2.46,220.06,144.59,2.56,158.73,8.67
7/4/18,7.77,8.53,0.68,20.26,10.96,15.61,61.31,0,97.02,3.06,204,147.45,2.62,159.45,8.61
7/5/18,7.94,8.69,0.7,25.12,7.37,16.24,40.5,0.01,97.07,2.81,246.06,148.28,2.72,159.65,7.32
7/6/18,7.64,8.15,0.67,31.52,9.15,20.33,29.31,0.03,96.74,1.88,107.31,146.01,2.67,153.66,8.24
7/7/18,7.05,7.64,0.62,29.86,11.51,20.69,36.12,0.08,96.68,3.02,170.31,136.1,2.35,145.24,9.64
7/8/18,7.07,7.88,0.62,28.21,10.86,19.53,38.19,0.97,96.77,3.27,203.38,137.67,2.48,150.84,9.16
7/9/18,5.15,7.87,0.45,26.24,11.48,18.86,42.12,0.16,96.94,2.84,195.44,103.63,1.87,151.62,9.09
7/10/18,4.36,7.71,0.38,25.88,13.45,19.67,48,0.14,96.92,2.12,187.94,88.27,1.66,146.33,10.25
7/11/18,6.69,7.85,0.59,25.4,15.66,20.54,56.31,0.63,96.75,1.89,193.19,133.14,2.45,152.03,11.6
7/12/18,6.79,7.91,0.6,24.61,15.69,20.15,60.19,0.67,96.95,2.12,191.94,134.58,2.53,152.81,11.6
7/13/18,6.07,8.08,0.54,24.73,14.08,19.4,53.88,0.01,97.06,2.34,257.69,121.52,2.35,155.66,10.38
7/14/18,5.77,8.08,0.52,24.98,16.01,20.49,59.38,0,96.96,2.75,293.81,116.27,2.23,155.84,11.78
7/15/18,5.72,7.98,0.51,24.01,14.7,19.36,58.62,0.01,96.9,2.27,244,114.75,2.21,153.6,10.86
7/16/18,4.62,7.86,0.41,21.84,14.4,18.12,63.88,0.01,96.92,2.19,228.31,95.19,1.91,151.96,10.62
7/17/18,4.64,7.73,0.41,23.08,16.23,19.65,67.81,0.3,96.91,1.77,260.81,95.16,1.87,150.48,11.96
7/18/18,5.39,7.78,0.48,21.53,17.35,19.44,77.94,0.52,97.01,2.07,214.19,109.41,2.09,151.62,12.82
7/19/18,6.92,7.92,0.62,23.67,16.15,19.91,66.69,0.02,96.95,2.88,195.62,137.7,2.55,154.31,11.9
7/20/18,6.08,7.93,0.55,23.25,16.61,19.93,69.56,0.06,96.9,2.78,255.25,122.48,2.31,154.7,12.27
7/21/18,6.94,7.96,0.62,22.73,17.3,20.01,73.88,0.08,97.01,3.09,290.19,136.36,2.47,153.59,12.76
7/22/18,7.91,8.06,0.71,25.07,15.43,20.25,59.69,0,97.09,3.63,313.69,151.87,2.62,154.16,11.47
7/23/18,7.82,8.06,0.7,26.86,13.98,20.42,49.25,0,96.85,2.54,291.19,149.91,-999,153.7,10.5
7/24/18,7.4,7.99,0.67,27.6,13.86,20.73,46.69,0.01,96.82,2.55,216.19,142.41,2.59,152.45,10.56
7/25/18,5.26,7.94,0.48,27.17,13.4,20.29,46.44,0.04,96.89,2.34,204.25,105.47,-999,152.12,10.19
7/26/18,4.04,7.88,0.37,26.05,13.12,19.58,48.69,0.03,96.81,2.57,222.81,81.89,1.61,149.52,10.01
7/27/18,5.3,7.78,0.48,25.72,13.9,19.8,52.5,0.02,96.71,2.58,224.5,105.21,2.02,147.49,10.5
7/28/18,5.31,7.79,0.48,25.57,16.26,20.91,61.06,0.07,96.79,3.04,203.69,105.69,2.07,148.53,12.08
7/29/18,6.94,7.62,0.63,25.7,16.26,20.98,59,0.01,96.93,2.5,213.88,136.3,2.48,147.89,11.96
7/30/18,6.71,7.63,0.62,27.39,13.78,20.58,45,0,96.82,2.07,259.25,132.48,2.36,148.24,10.31
7/31/18,7.19,7.56,0.66,27.05,13.98,20.51,46.38,0.45,96.84,1.89,250.38,140.53,2.44,146.8,10.38
8/1/18,7.35,7.57,0.67,26.67,14.44,20.55,48.75,0.31,96.81,2.53,230.56,143.67,2.47,147.09,10.68
8/2/18,7.42,7.63,0.68,25.85,15.78,20.81,55.12,0.04,96.78,2.42,249.56,144.3,2.5,147.55,11.72
8/3/18,7.36,7.82,0.68,26.33,14.77,20.55,52.38,0,96.68,2.32,242.75,142.3,2.57,149.65,11.05
8/4/18,7.27,7.95,0.67,25.51,14.13,19.82,53.19,0,96.57,2.74,210.88,139.57,2.59,150.91,10.68
8/5/18,7.36,7.94,0.68,25.65,10.78,18.22,45.31,0,96.6,2.87,240.06,140.9,2.63,150.38,8.91
8/6/18,7.78,8.07,0.73,27.34,10.28,18.81,40.06,0,96.54,2.56,229.31,145.95,2.65,150.61,8.79
8/7/18,7.55,7.93,0.7,27.48,10.63,19.06,40.12,0,96.48,3.52,196.94,142.14,2.6,148.23,9.28
8/8/18,7.45,7.6,0.7,27.94,12.82,20.38,44.31,0,96.77,3.09,190.38,142.33,2.48,144.7,10.19
8/9/18,6.14,7.22,0.58,28.75,15.84,22.3,48.19,1.75,96.88,3.14,172.44,119.93,2.16,138.88,11.84
8/10/18,6.72,6.96,0.63,26.8,19.05,22.92,64.62,0.03,97.06,3.13,236.19,129.63,2.16,133.8,14.34
8/11/18,6.97,7.18,0.66,25.87,17.29,21.58,63.62,0.04,97.01,3.43,296.38,134.96,2.32,138.66,12.94
8/12/18,6.87,7.4,0.65,24.08,17.21,20.65,68.5,0.04,97,3.16,269.94,134.01,2.4,143.24,12.76
8/13/18,7.18,7.51,0.68,23.94,15.28,19.61,62,0.01,96.9,2.42,260.69,139.5,2.48,145.43,11.35
8/14/18,5.53,7.45,0.52,22.91,14.1,18.51,60.5,0.01,96.71,2.46,262.31,110.69,2.12,145.05,10.5
8/15/18,4.67,7.4,0.45,22.95,16.82,19.89,71.06,1.82,96.79,2.48,239.25,95.35,1.84,143.72,12.45
8/16/18,4.41,7.23,0.42,24.05,17.36,20.7,69.12,0.9,97.04,2.19,211.75,90.15,1.74,140.22,12.82
8/17/18,5.27,7.23,0.51,24.46,18.37,21.42,71.75,0.12,97.2,2.19,249.25,106.17,2.07,141.15,13.67
8/18/18,5.18,7.29,0.5,24.41,18.74,21.58,73.06,0.11,97.15,2.84,268.75,103.51,-999,141.09,13.98
8/19/18,6.54,7.36,0.63,24.05,15.93,19.99,64.31,0,96.81,2.57,230.06,128.04,2.3,141.91,11.84
8/20/18,4.81,7.25,0.47,22.8,15.02,18.91,65.19,0.04,96.8,3.41,205.38,96.25,1.79,139.55,11.17
8/21/18,6.28,7.31,0.62,22.57,13.76,18.17,61.12,0,96.92,3.28,212.75,122.6,2.27,140.67,10.31
8/22/18,6.58,7.33,0.65,22.61,13.41,18.01,60.62,0,97.07,2.6,230.31,128.18,2.35,141.07,10.19
8/23/18,6.94,7.35,0.69,22.33,14.12,18.23,64.38,0,97,2.43,211.31,134.09,2.47,141.3,10.56
8/24/18,5.34,7.34,0.53,20.65,14.44,17.55,70.12,0.01,96.85,2.45,259.19,103.23,1.95,138.14,10.68
