Date_time,All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Relative humidity,Precipitation,Surface pressure,Wind direction,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M,Wind speed at 2m
1/1/10,3.51,3.46,0.71,14.11,-8.76,2.67,19.62,0,96.39,145.56,60.12,0.48,60.32,1.95,1.16
1/2/10,3.31,3.33,0.66,13.4,-8.78,2.31,20.69,0,96.52,141,56.69,0.47,57.84,1.95,1
1/3/10,1.16,2.46,0.23,10.69,-3.81,3.44,37.38,0.05,96.73,75,21.05,0.19,41.63,3.05,1.02
1/4/10,3.19,3.17,0.64,10.9,-1.8,4.55,44.88,0,96.64,230.88,54.38,0.45,54.98,3.48,1.31
1/5/10,3.65,3.64,0.73,14.12,-6.95,3.58,23.75,0,96.2,254.06,62.85,0.53,63.7,2.32,1.2
1/6/10,3.58,3.63,0.71,14.51,-9.48,2.51,18.31,0,96.24,191.94,61.17,0.59,62.78,1.83,1.27
1/7/10,2.24,3.1,0.45,13.58,-10.08,1.75,18.19,0,96.44,142.94,38.04,0.37,52.32,1.77,1.12
1/8/10,3.19,3.41,0.63,12.08,-9.8,1.15,20.81,0,96.49,210.88,55.54,0.49,59.81,1.77,1.14
1/9/10,3.67,3.63,0.72,13.01,-10.18,1.41,18.75,0,96.43,170.69,63.82,0.51,64.12,1.71,1.12
1/10/10,3.87,3.84,0.76,13.41,-10.33,1.55,18.12,0,96.49,158.31,67.2,0.59,67.7,1.71,1.13
1/11/10,3.46,3.43,0.67,13.35,-12.08,0.64,15.56,0,96.54,177.81,57.99,0.48,58.37,1.46,1.1
1/12/10,2.66,3.19,0.52,12.21,-12.6,-0.2,15.75,0,96.46,143.56,44.59,0.41,52.88,1.4,0.94
1/13/10,3.23,3.18,0.62,11.92,-12.51,-0.29,16.44,0,96.58,210.44,52.43,0.4,52.63,1.4,1.35
1/14/10,2.98,3.42,0.57,12.04,-12.4,-0.18,16.25,0,97.08,192.06,50.95,0.42,58.38,1.4,1.05
1/15/10,3.73,3.69,0.7,14.14,-12.17,0.98,14.56,0,96.99,160.81,63.54,0.52,63.86,1.46,1.02
1/16/10,3.27,3.6,0.62,15.37,-10.72,2.33,15.38,0,96.97,175.69,57.05,0.55,63.1,1.65,1.12
1/17/10,3.44,3.56,0.64,15.17,-8.95,3.12,18.25,0,96.8,156.12,59.13,0.52,61.64,1.95,1.51
1/18/10,3.78,3.76,0.7,14.27,-9.16,2.56,18.81,0,96.86,167.5,65.67,0.45,66.37,1.89,1.15
1/19/10,3.57,3.9,0.66,14.51,-8.7,2.9,19.25,0,96.73,143.25,63.48,0.51,70.03,1.95,1.12
1/20/10,3.41,3.58,0.62,15.36,-8.12,3.62,19.12,0,96.76,151.25,59.66,0.47,63.34,2.08,0.94
1/21/10,3.7,3.66,0.67,16.37,-7.38,4.49,19.25,0,96.68,166.69,64.23,0.5,64.62,2.2,0.99
1/22/10,1.84,3.35,0.34,14.96,-4.41,5.27,27.31,0.01,96.48,73.38,33.68,0.33,58.58,2.87,1.29
1/23/10,2.97,3.69,0.53,15.12,-2.61,6.26,31.69,0,96.56,145.69,53.11,0.51,65.99,3.23,1.07
1/24/10,3,3.28,0.53,16.05,-2.77,6.65,28.31,0,96.38,187.69,51.96,0.43,57.33,3.23,1.09
1/25/10,3.66,3.62,0.65,16.31,-2.71,6.8,28,0,96.62,156.94,63.2,0.53,63.67,3.23,1.06
1/26/10,3.19,3.72,0.56,16.29,-3.84,6.23,25.75,0,96.58,145.88,56.51,0.52,65.8,2.93,0.95
1/27/10,2.89,3.51,0.5,16.57,-5.25,5.65,22.38,0.16,96.49,154.69,51.69,0.45,62.82,2.62,1.12
1/28/10,1.81,3.35,0.31,13.46,-0.42,6.52,41.69,18.18,96.46,89.12,32.65,0.3,58.04,3.97,1.27
1/29/10,2.96,3.3,0.51,11.13,5.27,8.2,68.94,15.45,96.61,166.81,50.74,0.34,56.5,5.74,1.74
1/30/10,4.08,4.16,0.7,12.29,-0.47,5.9,44.12,0.06,96.7,187.06,71.47,0.59,73.73,3.85,1.48
1/31/10,3.57,4.15,0.6,14.05,-2.76,5.65,32.31,0,96.37,119,63.13,0.52,73.26,3.23,0.92
2/1/10,3.92,3.92,0.66,13.32,-1.66,5.83,36.81,0,96.48,128.56,67.52,0.46,68.46,3.54,1.1
2/2/10,4.07,4.07,0.67,13.41,-1.43,5.99,37.19,0,96.54,183,70.39,0.49,71.3,3.6,1.09
2/3/10,4.1,4.26,0.67,13.54,-1.77,5.88,35.94,0,96.52,156.38,72.18,0.55,75.78,3.48,1.06
2/4/10,3.29,4.06,0.54,14.89,0.74,7.82,40,0,96.56,180.69,59.05,0.46,72.56,4.27,1.18
2/5/10,0.73,3.48,0.12,12.57,5.53,9.05,64.31,7.33,96.64,138.12,14.32,0.12,60.98,5.92,1.25
2/6/10,1.19,3.65,0.19,11.85,8.49,10.17,80.69,5.11,96.59,78.12,23.2,0.24,65.68,7.2,1.57
2/7/10,1.12,3.43,0.18,11.8,9.51,10.65,86.12,13.78,96.46,105.19,21.86,0.25,60.62,7.75,1.89
2/8/10,0.6,3.44,0.09,12.42,10.61,11.51,89.06,43.23,95.41,159.81,12.34,0.12,60.57,8.42,3.84
2/9/10,3.18,3.88,0.5,10.63,4.35,7.49,69,2.41,95.44,158.38,54.38,0.4,65.45,5.55,1.04
2/10/10,4.09,4.68,0.63,10.23,-0.49,4.87,50.62,0.17,96.59,173.88,73.21,0.66,83.57,3.85,1.06
2/11/10,2.59,4.49,0.4,10.58,-0.1,5.24,48.56,0.06,96.61,170,48.27,0.48,79.27,3.97,1.15
2/12/10,3.97,4.08,0.6,13.37,4.76,9.07,57.44,0.09,96.47,90.12,69.23,0.55,71.74,5.55,1.02
2/13/10,4.03,4.43,0.61,13.3,3.26,8.28,52.31,0.15,96.48,143.69,72.15,0.7,79.2,5,1.12
2/14/10,3.92,4.32,0.59,13.12,3.38,8.25,53.69,11.48,96.16,145.81,69.4,0.65,76.56,5.13,1.05
2/15/10,1.89,4.01,0.28,10.49,5.79,8.14,74.75,14.91,96.09,108.69,35.82,0.37,70.58,6.04,1.77
2/16/10,4.16,4.51,0.61,10.58,2.47,6.52,60.75,0.05,96.54,283.38,71.73,0.64,78.16,4.76,1.14
2/17/10,5,4.98,0.73,11.48,0,5.73,47.94,0.06,96.68,286.38,86.59,0.81,87.05,3.97,1.75
2/18/10,4.85,5.06,0.7,12.7,-1.6,5.55,39.44,0,96.38,189.19,86.41,0.9,90.59,3.54,1.21
2/19/10,4.46,4.98,0.64,15.08,0.53,7.8,38.94,0,96.46,161.12,80.66,0.84,89.89,4.15,1.21
2/20/10,4.58,4.9,0.65,15.94,2.74,9.34,42.88,0,96.48,171.06,83.62,1.02,89.77,4.88,1.27
2/21/10,4.61,4.86,0.65,18.47,5.45,11.96,43.94,0,96.25,167.69,84.2,1.01,89.03,5.92,1.13
2/22/10,3.42,4.66,0.48,17.06,6.99,12.03,52.69,0,96.12,157.25,62.98,0.7,84.2,6.53,1.37
2/23/10,4.15,4.36,0.58,17.61,7.32,12.46,52.06,0.1,96.01,130.38,73.82,0.8,77.81,6.71,0.96
2/24/10,3.8,4.25,0.52,17.09,9.03,13.06,61,4.03,96.02,125.25,67.52,0.68,75.3,7.51,1.16
2/25/10,1.52,4.36,0.21,15.4,9.5,12.45,69,11.65,96.19,55.75,30.19,0.41,78.62,7.75,1.44
2/26/10,1.81,4.45,0.24,15.51,10.73,13.12,74.81,2.85,96.31,98.81,34.91,0.44,80.55,8.36,1.46
2/27/10,4.7,4.93,0.63,16.71,10.84,13.78,70.25,0.04,96.29,205.19,85.73,1.08,90.57,8.48,1.24
2/28/10,2.62,4.79,0.35,17.16,11.08,14.12,69.75,10.93,96,134.88,50.75,0.75,88.65,8.67,1.48
3/1/10,4.38,4.86,0.58,17.8,12.57,15.19,73.19,2.8,95.99,140.56,79.22,0.93,88.23,9.52,1.86
3/2/10,5.61,5.61,0.73,18.03,7.6,12.82,53.44,0,96.26,187.31,101.95,1.22,102.72,6.77,1.44
3/3/10,0.93,5.09,0.12,15.42,8.11,11.76,62.88,4.09,95.85,159.38,19.26,0.27,93.96,7.08,1.73
3/4/10,4.31,5.46,0.55,14.61,8.72,11.66,69.25,0.2,95.92,121.56,78.98,0.97,100.2,7.32,1.12
3/5/10,5.77,5.72,0.73,16.37,8.06,12.21,60.75,0.02,96.14,200.12,105.09,1.21,105.16,7.02,1.38
3/6/10,1.7,5.42,0.22,13.01,5.83,9.42,62.44,1.4,96.16,181.44,34.16,0.51,99.08,6.04,1.34
3/7/10,5.45,5.62,0.69,16.25,7.82,12.03,58.81,0,96.35,263.06,98.63,1.02,102.1,6.9,1.16
3/8/10,5.82,5.78,0.73,19.51,6.26,12.89,44.69,0,96.3,194,103.84,1,103.95,6.23,1.09
3/9/10,5.77,5.89,0.72,19.26,5.61,12.44,42.75,0,96.46,163.44,102.83,1.12,105.29,5.92,1.11
3/10/10,5.37,5.88,0.66,20.17,5.49,12.83,40.38,0.05,96.48,149.12,96.17,1.08,105.09,5.86,1.16
3/11/10,5.63,5.78,0.69,21.2,7.01,14.11,41.75,0,96.5,155.06,101.09,1.23,104.04,6.53,1.1
3/12/10,5.68,5.71,0.69,21.07,8.69,14.88,47.25,0,96.48,142.56,102.89,1.17,104,7.32,1.48
3/13/10,5.06,5.62,0.61,22.01,8.9,15.45,45.44,0,96.22,134.25,92.68,1.02,103.12,7.45,1.34
3/14/10,5.85,6.12,0.7,23.21,7.83,15.51,39.38,0,95.94,188.06,105.95,1.28,111.07,6.96,1.1
3/15/10,6.16,6.16,0.73,24.89,7.23,16.06,34.06,0,95.82,144.19,110.27,1.34,111.08,6.71,1.02
3/16/10,5.94,6.09,0.7,24.73,8.44,16.59,37.06,0,96.12,124.94,106.72,1.35,109.99,7.2,1.22
3/17/10,5.97,5.98,0.7,24.39,9.83,17.11,42,0,96.49,133.88,107.62,1.41,108.52,7.93,1.12
3/18/10,5.91,5.92,0.69,24.89,11.11,18,44,0,96.65,144.56,107.05,1.54,107.84,8.61,1.2
3/19/10,6.2,6.18,0.72,26.34,11.22,18.78,40.88,0,96.21,158,112.35,1.74,112.7,8.67,1.11
3/20/10,6.02,6.16,0.69,26.12,10.98,18.55,42.06,0,95.96,143.44,110.23,1.86,113.2,8.61,1.21
3/21/10,4.59,5.97,0.52,26.67,12.41,19.54,44.06,0.08,95.76,128.38,85.43,1.54,108.95,9.46,1.62
3/22/10,4.91,5.66,0.55,25.43,11.69,18.55,46.31,1.42,95.22,129.5,89.33,1.32,102.29,9.09,1.98
3/23/10,5.37,5.89,0.6,24.76,10.15,17.45,43.81,0.32,95.08,173.19,96.2,1.37,105.27,8.24,1.33
3/24/10,6.2,6.22,0.7,26.28,8.72,17.5,35.75,0,95.47,156.88,110.34,1.57,111.34,7.45,0.81
3/25/10,6.14,6.56,0.68,26.93,9.69,18.3,35.81,0,95.54,161.88,110.93,1.7,118.41,7.93,1.01
3/26/10,5.18,6,0.57,25.29,10.77,18.03,44.31,0.01,95.5,132.5,93.06,1.4,106.84,8.54,2.27
3/27/10,6.33,6.35,0.7,24.33,10.18,17.26,44.62,5.37,95.86,144.25,113.79,1.62,114.88,8.12,1.45
3/28/10,6.34,6.45,0.7,25.76,10.87,18.32,42.56,0,95.78,157.25,115.41,1.8,117.98,8.54,1.46
3/29/10,5.54,6.18,0.6,24.75,11.67,18.21,46.81,8.33,95.57,160.81,101.28,1.53,112.71,9.03,1.51
3/30/10,5.54,6.23,0.6,25.22,10,17.61,40.81,0.03,95.44,120.44,101.12,1.47,113.4,8.12,1.51
3/31/10,6.78,6.77,0.73,24.9,8.51,16.7,38.44,0.02,95.51,136.69,121.96,1.78,122.34,7.32,1.22
4/1/10,6.36,6.66,0.68,24.42,5.93,15.18,33.69,0.05,95.58,138.25,114.9,1.65,120.16,6.16,1.1
4/2/10,4.06,6.66,0.43,23.4,8.19,15.8,41.5,1.54,95.67,172.62,76.29,1.14,120.7,7.2,1.45
4/3/10,5.83,6.5,0.62,23.55,9.93,16.73,45.81,0.51,95.93,109.81,107.12,1.59,118.55,8.06,1.47
4/4/10,6.37,6.52,0.66,24.3,10.79,17.55,46.38,0.05,95.98,158,115.58,1.54,118.65,8.48,1.44
4/5/10,6.71,6.83,0.7,25.34,7.65,16.5,35.5,0.2,96.09,184.12,120.98,1.66,123.26,6.9,1.52
4/6/10,7.12,7.34,0.74,26.44,4.93,15.69,28.06,0,95.99,159.44,128.06,1.75,132.14,5.74,1.22
4/7/10,6.42,7.22,0.66,27.13,7.23,17.18,31.25,0,95.93,147.75,116.52,1.74,130.09,6.71,1.31
4/8/10,5.71,6.69,0.59,28.08,9.04,18.55,34.12,0,96.12,165.56,104.26,1.51,121.3,7.63,1.45
4/9/10,5.78,6.72,0.59,27.85,11.55,19.7,39.81,0,95.75,201.12,107.01,1.51,123.41,8.97,1.59
4/10/10,6.1,6.84,0.62,28.31,11.51,19.91,38.69,0,95.29,157.81,113.06,1.68,126.08,9.03,1.4
4/11/10,4.44,6.53,0.45,27.28,13.42,20.35,45.12,0.83,95.39,141.75,83.67,1.34,119.85,10.13,2.32
4/12/10,6.54,6.81,0.66,27.1,12.48,19.8,43.75,0,95.55,143.5,120.41,1.74,125.49,9.52,1.73
4/13/10,6.73,7.39,0.67,28.64,9.58,19.11,33.69,0,95.72,154.69,123.77,1.9,135.43,7.87,1.29
4/14/10,7.26,7.43,0.73,29.29,8.5,18.89,30.69,0,95.59,147.56,132.29,2.01,135.58,7.39,1.2
4/15/10,5.9,7.08,0.59,29.19,10.03,19.61,34.38,0,95.7,92.69,109.3,1.78,129.7,8.24,1.29
4/16/10,5.97,6.82,0.59,30.17,12.33,21.25,37.06,0,95.67,188.5,110.26,1.78,124.94,9.52,1.76
4/17/10,6.42,6.74,0.63,31.07,14.02,22.55,38.62,0.08,95.44,140.19,119.41,1.96,124.94,10.56,2.01
4/18/10,5.06,6.68,0.5,30.37,15.81,23.08,45.19,8.66,95.08,109,95.09,1.73,123.53,11.9,2.59
4/19/10,7.1,7.18,0.7,30.03,13.62,21.83,41.25,0.02,95.02,186.44,132.28,2.18,134.1,10.56,1.15
4/20/10,3.28,6.97,0.32,29.85,13.26,21.56,40.06,4.68,94.86,183.56,63.83,1.09,128.06,10.19,1.66
4/21/10,4.21,6.78,0.41,27,11.94,19.47,42.31,0.6,95.28,147.12,79.42,1.17,123.86,9.28,1.7
4/22/10,5.59,6.78,0.54,24.54,9.84,17.19,43.75,3.18,95.67,224.44,102.84,1.49,123.51,8.06,2.12
4/23/10,7.55,7.65,0.73,26.67,7.63,17.15,33.38,0,95.78,164.31,138.69,2.1,140.42,6.9,1.08
4/24/10,7.59,7.71,0.73,28.16,6.34,17.26,27.5,0,95.65,148,138.52,2.02,140.59,6.35,1.02
4/25/10,7.53,7.71,0.72,29.15,7.51,18.33,28.56,0.04,95.56,155.31,137.65,2.16,140.75,6.9,1.34
4/26/10,7.07,7.48,0.67,28.81,10.77,19.8,36.06,0.05,95.82,190.06,130.87,2.02,137.83,8.61,1.65
4/27/10,6.55,7.1,0.62,29.35,14.3,21.83,42.88,1.01,95.89,276.06,122.27,1.93,131.49,10.74,1.54
4/28/10,6.66,7.37,0.63,29.26,15.29,22.27,46.69,18.96,95.81,216.44,124.71,1.93,137.19,11.47,1.25
4/29/10,7.23,7.68,0.68,30.81,12.98,21.9,36.75,0.04,95.68,141.25,134.95,2.18,142.78,9.89,1.15
4/30/10,3.28,7.12,0.3,28.77,14.54,21.65,45.38,0.41,95.76,215.56,63.44,0.98,131.76,10.99,1.66
5/1/10,6.73,7.14,0.63,29.99,13.19,21.59,40.25,0.21,95.85,268.25,125.02,1.8,132.33,10.07,1.36
5/2/10,7.84,7.95,0.73,31.16,11.23,21.19,32.88,0,95.59,136.25,143.23,2.12,145.08,8.85,1.09
5/3/10,7.58,7.68,0.7,31.47,11.75,21.61,33.31,0,95.23,141.12,139.88,2.3,141.64,9.22,1.49
5/4/10,4.67,6.85,0.43,31.97,14.03,23,36.56,0.87,95.08,126.88,88.34,1.49,125.87,10.68,1.79
5/5/10,2.76,6.19,0.26,26.34,16.51,21.42,56,5.77,95.24,129.56,53.13,0.7,112.77,12.45,3.13
5/6/10,5.7,6.72,0.52,27.78,16.65,22.21,53.56,0.43,95.39,138.69,106.99,1.66,124.33,12.51,0.97
5/7/10,6.63,7.01,0.61,26.76,17.22,21.98,57.75,6.65,95.36,145.94,123.47,1.91,130.09,12.94,1.4
5/8/10,7.56,7.69,0.7,28.29,13.96,21.12,44.94,1.12,95.56,194.25,142.16,2.26,144.27,10.56,1.03
5/9/10,7.43,7.91,0.68,29.49,13.33,21.41,40.19,0.01,95.21,160.81,140.34,2.38,148.68,10.13,1.3
5/10/10,6.98,7.62,0.64,28.98,13.48,21.23,42.69,2.94,95.23,193.06,131.55,2.05,142.48,10.31,1.91
5/11/10,7.99,8.08,0.73,29.88,10.67,20.27,34.62,0,95.29,204.25,148.38,2.27,149.74,8.67,1.07
5/12/10,7.72,8.02,0.7,31.17,7.43,19.3,26,0.37,95.17,144.5,142.71,2.16,147.49,6.96,1.22
5/13/10,7.03,7.68,0.64,27.92,11.25,19.58,37.56,3.67,95.25,275,129.61,1.9,140.49,8.85,3.11
5/14/10,7.87,7.97,0.71,30.14,9.61,19.87,31.69,0,95.14,236.19,144.08,2.09,145.62,8,1.29
5/15/10,8.06,8.18,0.73,31.98,7.34,19.65,23.75,0,95.19,143.88,148.62,2.35,150.47,6.77,1.26
5/16/10,6.72,7.75,0.6,33.15,8.32,20.74,23.81,0.13,95.04,164.88,125.05,2.06,142.15,7.26,2
5/17/10,1.8,6.49,0.16,28.85,13.55,21.2,40.25,3.13,95.34,111.62,36.8,0.49,119.67,10.19,3.42
5/18/10,5.43,7.39,0.48,29.85,12.61,21.23,38.31,0.48,95.36,210.56,102.73,1.55,136.32,9.64,1.52
5/19/10,7.84,8.07,0.7,30.43,7.65,19.04,27.38,0.39,95.46,193.25,146.1,2.34,149.91,7.02,1.59
5/20/10,8.46,8.57,0.76,32.43,3.86,18.14,18.88,0,95.25,169.94,153.79,2.48,155.27,5.37,0.97
5/21/10,8.22,8.37,0.73,34.06,3.51,18.78,17,0,95.07,114.94,151.65,2.59,153.91,5.25,1.29
5/22/10,6.71,7.79,0.59,33.49,6.83,20.16,21.94,0.38,95.05,137.75,125.22,2.1,143.49,6.65,3.08
5/23/10,6.59,7.53,0.59,32.9,11.03,21.97,28.62,0.83,95.13,128.88,122.39,1.92,138.06,8.67,2.52
5/24/10,8.14,8.3,0.72,35.55,4.49,20.02,17.81,0,94.88,226.44,149.79,2.49,151.89,5.92,2.28
5/25/10,8.42,8.6,0.75,35.87,-0.42,17.73,11.81,0,94.66,281.75,153.63,2.59,156.07,3.97,1.93
5/26/10,8,8.34,0.71,36.49,3.01,19.75,13.31,0,94.5,218.06,147.08,2.52,152.29,5,2.31
5/27/10,7.19,7.79,0.63,37.25,3.63,20.44,13.56,0.15,94.26,216.06,131.85,2.21,141.45,5.31,2.53
5/28/10,6.38,6.98,0.56,33.81,5.64,19.73,19.62,0.31,94.54,180.12,113.89,1.59,123.61,6.16,2.86
5/29/10,7.56,7.94,0.66,32.37,4.71,18.55,20.31,0.03,95.26,144.75,136.09,2.04,141.84,5.74,1.35
5/30/10,8.24,8.45,0.73,33.41,0.94,17.18,14.12,0.02,95.26,186.81,148.98,2.34,152,4.33,1.25
5/31/10,8.44,8.61,0.74,35.01,0.64,17.82,12.94,0,95.03,167.81,152.18,2.42,154.24,4.21,1.3
6/1/10,7.91,8.24,0.7,36.12,1.58,18.85,12.06,0,95.02,153.69,144.09,2.31,148.7,4.52,1.21
6/2/10,6.98,7.95,0.61,35.48,6.98,21.23,18.38,0.06,95.2,216.62,129.79,2.15,145.73,6.59,2.12
6/3/10,7.31,7.65,0.64,34.37,11.12,22.75,27.56,4.62,95.17,153.31,137.98,2.32,143.37,8.79,2.79
6/4/10,5.55,7.07,0.48,28.19,16.85,22.52,53.38,19.24,95.29,170.19,106.2,1.63,132.26,12.76,1.99
6/5/10,8.06,8.26,0.7,28.91,11.43,20.17,38.75,0.02,95.27,192.81,148.8,2.25,151.43,9.16,1.05
6/6/10,7.3,8.51,0.64,30.37,10.36,20.37,32.06,0.04,95.02,137.12,135.45,2.32,155.55,8.42,1.23
6/7/10,7.88,8.07,0.69,30.65,12.11,21.38,35.62,0.9,95.03,163.06,145.85,2.38,148.23,9.52,1.56
6/8/10,7.93,8.09,0.7,29.65,15.14,22.4,44.38,4.79,95.17,159.81,149.25,2.34,151.27,11.41,1.29
6/9/10,5.9,8.19,0.52,29.89,15.75,22.82,45,0.65,95.32,185.06,113.84,1.94,153.12,11.84,1.68
6/10/10,8.08,8.19,0.7,30.83,14,22.41,39,0.03,95.34,239.06,151.72,2.45,152.74,10.62,1.02
6/11/10,7.94,8.25,0.7,32.77,14.87,23.83,36,0.2,95.16,218.06,150.73,2.52,155.18,11.17,1.48
6/12/10,7.99,8.12,0.7,33.94,14.55,24.24,34.12,0.28,95.01,181.5,147.91,2.45,149.41,10.99,1.77
6/13/10,7.49,8.25,0.65,34.01,11.8,22.9,29.75,0.02,94.94,161.06,139.59,2.27,151.96,9.34,1.41
6/14/10,5.23,8.01,0.45,33.96,11.5,22.73,27.56,0.57,95,151.31,100.59,1.62,148.44,9.03,2.02
6/15/10,4.99,7.56,0.44,32.51,11.64,22.07,29.62,0.45,95.04,101.81,96.13,1.62,139.93,9.09,1.36
6/16/10,6.74,7.75,0.59,30.02,14,22.01,39.38,0.84,95.08,98.19,126.97,1.95,143.55,10.56,2.91
6/17/10,7.65,8.06,0.66,31.11,12.96,22.03,34.69,0.03,95.14,137.06,144.63,2.34,150.91,9.83,1.3
6/18/10,8.09,8.21,0.7,34.28,11.63,22.95,27.31,0,95.17,185.94,152.91,2.56,154.01,9.03,1.4
6/19/10,8.23,8.35,0.72,36.8,10.46,23.62,22.25,0,94.95,186.12,155.02,2.69,156.19,8.36,1.12
6/20/10,8,8.09,0.7,38.55,8.84,23.69,17.88,0.02,94.81,161.88,150.73,2.53,151.53,7.51,1.95
6/21/10,7.85,8.13,0.68,39.15,7.61,23.38,15.75,0.04,94.69,157.75,146.34,2.41,150.2,6.9,1.86
6/22/10,7.89,7.99,0.69,38.74,7.53,23.13,16.06,0.14,94.53,140.44,146.55,2.38,147.49,6.9,1.12
6/23/10,6.73,7.73,0.59,38.77,8.83,23.8,17.06,0.24,94.53,165.88,126.03,2.1,142.17,7.51,1.58
6/24/10,6.84,7.4,0.59,34.72,15.9,25.31,35,6.91,94.57,216.19,129.17,2.01,138.17,12.15,1.45
6/25/10,6.78,7.46,0.59,33.47,17.08,25.27,39.94,0.72,94.78,183.75,129.84,2.12,141.23,13,1.79
6/26/10,7.95,8.05,0.7,35.39,16.2,25.8,34.12,0,94.74,238.44,152.11,2.48,153.2,12.21,1.58
6/27/10,7.5,8.09,0.66,37.04,11.57,24.3,24.75,0,94.6,170.38,141.1,2.27,151.05,9.28,1.91
6/28/10,7.69,7.84,0.67,36.08,9.62,22.85,23.31,0.12,94.61,166.94,145.76,2.32,147.82,8.24,2.2
6/29/10,2.66,7.27,0.23,35.86,14.56,25.21,30.06,0.33,94.64,139.62,53.94,0.8,136.18,10.99,1.77
6/30/10,6.24,7.56,0.55,35.19,15.6,25.4,32.25,0.6,94.73,191.38,120.21,2.03,143.51,11.72,1.59
7/1/10,7.47,7.83,0.66,36.24,14.97,25.6,30.69,0.05,94.73,202.38,142.27,2.29,147.64,11.41,1.54
7/2/10,6.38,7.6,0.55,33.97,15.04,24.51,33.94,2.26,95.07,171.19,121.51,1.96,142.58,11.29,1.97
7/3/10,7.72,7.85,0.67,35.52,16.87,26.19,35.69,0.32,95.05,189.94,145.82,2.37,147.46,12.7,1.74
7/4/10,6.7,7.5,0.59,33.26,19.68,26.47,47.81,14.03,95.15,126.19,127.23,2.05,140.63,15.32,1.77
7/5/10,6.43,7.38,0.56,32.39,20.61,26.5,52.75,3.28,95.17,146.44,122.88,2.03,139.24,16.17,1.55
7/6/10,6.64,7.49,0.59,32.17,20.55,26.36,52.88,3.2,95.18,182.44,127.78,2.18,142.52,16.05,1.66
7/7/10,7.74,8.09,0.68,32.74,20.23,26.48,50.94,0.26,95.38,183,148.69,2.5,154.4,15.69,1.51
7/8/10,7.91,8.09,0.7,34.03,18.64,26.33,43,0,95.4,188.44,152.66,2.59,155.34,14.22,1.12
7/9/10,7.22,7.59,0.63,35.92,18.97,27.44,39.19,0,95.01,187.94,137.48,2.3,143.37,14.53,1.52
7/10/10,7.17,7.44,0.63,36.97,18.53,27.75,35.94,0.23,94.79,166.69,135.8,2.27,140,14.16,1.66
7/11/10,6.41,7.58,0.56,37.27,19.24,28.26,36.81,3.14,94.6,141.25,122.48,2.09,142.46,14.83,2.55
7/12/10,7.13,7.52,0.63,34.63,20.59,27.61,45.56,8.05,94.61,129.38,136.15,2.27,142.03,16.17,1.73
7/13/10,5.95,7.33,0.52,30.34,20.57,25.46,57.56,2.25,95.07,210.62,114.16,1.82,138.34,16.05,1.77
7/14/10,6.78,7.09,0.6,32.4,19.21,25.8,48.75,0,95.16,207.81,130.16,2.11,134.91,14.77,1.21
7/15/10,7.12,7.54,0.63,35.12,18.32,26.72,39.69,0,95.06,177.44,135.88,2.31,142.52,13.92,1.45
7/16/10,7.18,7.45,0.64,36.83,17.4,27.12,34.19,0,94.83,185.12,135.3,2.23,139.43,13.18,1.58
7/17/10,6.51,6.99,0.58,37.32,16.79,27.05,31.56,0,94.78,171.25,122.89,1.93,130.55,12.63,2.03
7/18/10,6.17,6.66,0.55,37.8,19.05,28.42,34.69,0.07,94.68,192.19,115.56,1.78,123.62,14.59,1.3
7/19/10,6.34,6.77,0.56,37.17,20.49,28.83,39.69,4.85,94.37,156.69,118.93,1.87,125.91,16.11,2.66
7/20/10,4.74,6.57,0.42,31.8,23.71,27.75,63.69,37.26,94.65,138.62,92.75,1.59,124.56,19.53,2.29
7/21/10,3.91,6.6,0.35,28.89,23.01,25.94,72.25,22.63,94.79,139.81,77.83,1.32,126.66,18.74,2.95
7/22/10,2.93,5.63,0.27,27.62,22.42,25.02,74.88,4.07,94.9,154.25,57.62,0.77,103.34,18.01,3.49
7/23/10,7.3,7.37,0.66,30.55,20.74,25.64,59.56,0.37,94.94,254.88,140.67,2.29,141.53,16.3,1.26
7/24/10,7.43,7.56,0.67,32.33,21.63,26.98,56.62,0,94.52,180,143.52,2.36,145.57,17.27,1.44
7/25/10,7.03,7.26,0.63,33.19,21.6,27.4,53.88,0,94.47,172.5,135.62,2.25,139.26,17.21,1.8
7/26/10,6,6.85,0.55,33.1,22.87,27.98,58.06,0.18,94.65,172.69,116.13,1.93,130.94,18.55,2.27
7/27/10,2.38,6.9,0.22,28.7,23.8,26.25,75.31,20.63,94.94,147.31,49.38,0.86,133.91,19.53,4.16
7/28/10,2.28,7.37,0.2,27.81,23.19,25.51,76.81,98.76,95.1,135,49.18,1.02,145.51,18.86,1.81
7/29/10,0.8,6.79,0.07,26.59,24.65,25.62,89.19,97.52,94.95,147.25,18.07,0.37,130.95,20.57,2.13
7/30/10,5.99,7.34,0.55,28.21,23.51,25.86,77.12,5,94.92,233.25,118.62,2.2,143.23,19.23,1.02
7/31/10,7.07,7.21,0.65,31.19,23.02,27.11,63.12,0.03,94.91,184.56,137.08,2.38,139.46,18.68,1.11
8/1/10,6.37,6.96,0.59,30.25,24.4,27.32,72.12,0.1,95.02,175.81,124.04,2.2,134.2,20.26,1.43
