Date_time,All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Relative humidity,Precipitation,Surface pressure,Wind direction,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M,Wind speed at 2m
3/17/18,6.55,6.57,0.77,20.09,3.79,11.94,36.75,0,96.03,218.25,117.93,1.6,118.97,5.25,1.33
3/18/18,4.95,6.15,0.58,21.25,4.71,12.98,35.62,0,96.1,157.06,90.02,1.3,110.22,5.62,1.06
3/19/18,4.88,5.79,0.56,21.76,7.72,14.74,43,0.01,96.32,201,87.89,1.04,103.12,6.9,1.29
3/20/18,2.65,5.76,0.3,22.09,9.43,15.76,48,0.04,95.99,142,51.37,0.65,104.02,7.75,1.25
3/21/18,2.95,5.4,0.34,20.68,10.23,15.45,54.25,0.02,95.86,214.25,56.46,0.73,97.38,8.18,1.44
3/22/18,5.95,5.96,0.67,21.1,9.98,15.54,51.44,0.15,95.98,220.19,107.76,1.4,108.56,8,0.88
3/23/18,5.91,6.3,0.66,22.37,9.18,15.77,45.19,0.01,95.96,209.12,108.49,1.41,116.12,7.57,1
3/24/18,6.05,6.42,0.68,23.42,8.03,15.73,39.44,0,96.33,227.5,110.98,1.4,117.88,7.02,1.28
3/25/18,6.14,6.62,0.68,24.18,5.01,14.59,31.69,0,96.33,159.69,107.95,1.27,116.46,5.74,1.29
3/26/18,6.18,6.45,0.68,25.56,4.59,15.08,28.12,0,96.07,148.94,110.41,1.55,115.43,5.62,1.08
3/27/18,5.09,6.04,0.56,25.63,7.33,16.48,33.38,0,95.75,131.38,92.09,1.38,108.25,6.77,1.13
3/28/18,6.77,6.74,0.74,25.51,7.2,16.36,33.94,0,95.9,173.44,120.84,1.6,120.92,6.71,1.12
3/29/18,6.74,7.12,0.73,25.19,5.36,15.27,32.31,0,95.74,269.81,120.51,1.59,127.68,5.98,2.12
3/30/18,7.38,7.37,0.8,25.98,2.76,14.37,25.94,0,95.54,313.5,128.45,1.62,128.81,5.07,2.24
3/31/18,7.06,7.05,0.76,27.99,4.44,16.22,25.19,0,95.52,125.88,125.56,1.75,125.91,5.68,1.35
4/1/18,6.47,6.62,0.69,26.4,5.37,15.89,28.88,0,95.76,128.75,115.72,1.66,118.63,5.92,1.5
4/2/18,5.18,5.96,0.55,25.05,8.28,16.66,37.62,0.19,95.81,132.06,93.76,1.41,106.55,7.26,1.38
4/3/18,4.99,5.5,0.52,24.79,12.92,18.85,49.31,12.38,95.88,158.31,88.88,1.22,97.45,9.77,1.28
4/4/18,5.34,6.14,0.56,26.75,13.36,20.05,46.38,0.19,95.65,166.5,98.89,1.51,112.85,10.07,1.12
4/5/18,5.73,6.39,0.6,27.3,12.39,19.84,41.62,0.05,95.43,129.5,106.25,1.59,117.78,9.46,0.96
4/6/18,6.26,6.55,0.65,26.59,13.37,19.98,47.25,1.57,95.57,135,114.4,1.73,119.61,10.13,1.17
4/7/18,6.68,6.86,0.69,27.43,12.02,19.73,41.75,0.1,95.74,148.19,122.92,2.09,126.51,9.22,1.12
4/8/18,3.88,6.03,0.4,26.67,14.44,20.55,50.62,6.86,95.75,128.5,73.63,1.25,110.81,10.86,1.64
4/9/18,5.42,6.14,0.55,23.73,16.05,19.88,64.94,8.74,95.91,105.62,102.34,1.68,115.16,11.96,1.33
4/10/18,4.84,5.84,0.49,22.97,15.83,19.4,65.31,9.45,95.75,131.19,90.9,1.45,108.54,11.78,1.13
4/11/18,4.71,6.59,0.48,22.03,9.74,15.88,50.88,6.95,95.82,161.44,89.65,1.41,122.43,8.18,1.67
4/12/18,7.51,7.5,0.76,22.94,4.22,13.58,32.12,0,95.85,231.62,136.66,1.93,136.84,5.43,0.86
4/13/18,7.14,7.53,0.72,24.16,4.04,14.1,30.38,0,95.87,162.5,129.92,1.94,137.01,5.43,1.2
4/14/18,6.79,7.17,0.68,25.12,6.58,15.85,33.25,0,95.79,154.75,124.16,1.77,130.79,6.53,1.29
4/15/18,6.14,6.72,0.61,26.04,10.83,18.44,41.88,0.03,95.71,213.06,113.24,1.75,123.16,8.67,1.44
4/16/18,4.74,6.27,0.47,22.08,15.11,18.6,66.19,9.76,95.95,98.94,89.21,1.32,114.8,11.23,2.34
4/17/18,5.66,6.77,0.55,22.71,12.51,17.62,55.25,0.81,96.1,154.38,106.03,1.53,124.84,9.46,1.6
4/18/18,5.5,6.81,0.54,23.94,12.42,18.18,51.5,6.86,95.88,130.5,103.21,1.57,126.05,9.46,1.55
4/19/18,6.28,7.21,0.62,24.04,9.65,16.84,45,0.17,95.37,160.38,114.78,1.66,130.64,8.06,1.41
4/20/18,1.17,6.36,0.12,17.77,12.55,15.16,72.12,49.96,95.24,158.31,24.66,0.33,115.64,9.58,1.48
4/21/18,7.27,7.26,0.7,19.62,9.72,14.67,56.5,0.04,96,233.5,132.89,1.88,132.95,7.87,1.51
4/22/18,7.77,7.77,0.75,22.74,7.63,15.19,41.69,0,95.92,303.31,140.34,1.93,140.38,6.84,1.48
4/23/18,7.82,7.82,0.75,26.48,7.05,16.76,32.19,0,95.78,174.69,142.79,2.17,142.81,6.59,1.27
4/24/18,7.11,7.78,0.68,28.93,9.37,19.15,31.44,0,95.52,153.06,129.76,2.05,141.3,7.87,1.24
4/25/18,7.13,7.42,0.68,29.23,12.14,20.68,36.75,0,95.35,175.06,130.77,2.13,135.66,9.4,1.35
4/26/18,7.37,7.73,0.7,28.93,12.02,20.48,38.38,0,95.36,184.5,136.94,2.46,143.2,9.28,1.49
4/27/18,7.3,7.52,0.7,30.16,11.11,20.64,33.19,0,95.5,163.88,135.13,2.3,138.8,8.73,1.1
4/28/18,7.24,7.44,0.69,30.71,11.71,21.21,33.12,0,95.54,201.44,133.47,2.31,137,9.09,1.22
4/29/18,7.64,7.74,0.72,30.49,11.96,21.23,35.5,0,95.27,206.12,140.22,2.33,141.95,9.28,1.4
4/30/18,8.03,8.14,0.75,30.94,8.33,19.63,28.31,0,95.01,181.25,145.45,2.38,147.28,7.45,1.14
5/1/18,6.76,7.66,0.63,30.96,11.4,21.18,32.75,0,95.27,131.19,124.8,1.97,140.43,8.97,1.08
5/2/18,5.46,7.12,0.51,29.05,12.98,21.01,40.94,1.63,95.4,97.75,102.57,1.72,130.56,10.01,2.22
5/3/18,5.13,7.18,0.48,27.62,13.75,20.69,46.81,0.8,95.55,106.62,98.59,1.65,134.41,10.44,1.52
5/4/18,6.55,7.38,0.61,28.37,13.65,21.01,43.5,0.74,95.71,159.5,122.72,1.98,136.82,10.31,1.08
5/5/18,3.87,6.95,0.36,28.48,14.31,21.4,44.31,1.74,95.62,150.56,74.53,1.16,128.91,10.8,1.3
5/6/18,3.87,6.84,0.36,26.48,15.61,21.04,54.56,8.6,95.6,130.56,74.82,1.15,127.52,11.72,1.64
5/7/18,4.61,6.98,0.42,25.33,14.55,19.94,55,1.94,95.63,131.12,87.55,1.37,128.62,10.99,0.89
5/8/18,7.53,7.71,0.69,26.01,11.37,18.69,42.81,0.35,95.48,210.25,139.38,2.09,142.26,8.85,1.05
5/9/18,7.6,7.73,0.7,27.61,11.15,19.38,37.56,1.35,95.71,197.25,140.84,1.97,142.73,8.73,0.99
5/10/18,7.84,7.95,0.72,29.99,12.19,21.09,35.75,0,95.72,161.25,145.91,2.25,147.5,9.34,1.3
5/11/18,7.81,7.93,0.71,31.55,14.19,22.87,37.81,0,95.36,138.44,145.98,2.48,147.88,10.74,1.39
5/12/18,4.67,6.97,0.42,29.68,17.88,23.78,52.94,29.08,95.4,212.94,89.23,1.47,130.32,13.61,1.91
5/13/18,4.51,6.97,0.41,27.73,17.26,22.49,56.56,0.5,95.63,199.06,86.39,1.21,129.35,13,0.8
5/14/18,5.47,6.57,0.49,25.95,15.51,20.73,55,8.65,95.54,146.62,104.84,1.51,123.59,11.6,1.34
5/15/18,3.62,6.65,0.33,26.55,15.63,21.09,55.06,5.98,95.51,189,71.74,1.05,124.61,11.72,1.27
5/16/18,6.95,7.09,0.62,27.78,14.44,21.11,47.69,1.93,95.39,316.06,130.38,2.06,132.7,10.86,1.5
5/17/18,6.18,7.32,0.55,28.07,14.3,21.19,46.06,0.16,95.4,222.81,118.52,2.09,138.33,10.8,1.55
5/18/18,6.96,7.07,0.62,27.49,14.02,20.76,46.06,2.65,95.36,270.88,130.5,2.08,132.37,10.62,1.34
5/19/18,7.54,7.63,0.67,27.4,13.15,20.28,45.69,2.11,95.42,120.81,141.13,2.37,142.4,10.07,1.5
5/20/18,7.88,8.08,0.7,27.67,11.56,19.62,40.94,0.07,95.59,160.94,146.02,2.47,149.09,9.09,1.49
5/21/18,7.78,8.13,0.7,28.09,10.24,19.16,38.5,0,95.58,174.12,141.28,2.38,146.62,8.42,1.6
5/22/18,7.88,8.01,0.7,28.71,10.28,19.49,35.38,0,95.61,232.25,142.95,2.27,144.74,8.36,1.19
5/23/18,8.31,8.37,0.74,29.08,8.93,19.01,32.19,0,95.47,245.62,150.27,2.41,150.72,7.63,1.71
5/24/18,8.41,8.48,0.75,29.22,7.23,18.23,29.69,0,95.31,303.62,153.16,2.54,153.78,6.9,1.51
5/25/18,8.25,8.4,0.73,30.75,7.84,19.3,28,0,95.21,225.69,150.78,2.57,152.72,7.14,1.5
5/26/18,7.29,8.1,0.65,31.42,10.61,21.01,31.38,0,95.05,199.56,133.49,2.11,146.27,8.54,1.69
5/27/18,7.82,7.99,0.69,32.3,11.3,21.8,30.69,0,95.13,147.94,141.71,2.34,143.96,8.91,1.29
5/28/18,8.22,8.31,0.73,33.62,9.61,21.62,26.38,0,94.81,188.69,150.3,2.52,151.12,8.12,1.36
5/29/18,7.49,7.94,0.66,31.9,10.51,21.21,30.5,0,94.72,178.12,137.88,2.3,144.68,8.61,1.16
5/30/18,8.14,8.27,0.72,32.52,9.85,21.19,29.31,0,94.91,207.31,149.67,2.55,151.17,8.24,1.16
5/31/18,7.86,8.08,0.69,33.81,10.33,22.08,27.69,0,94.96,138.56,142.26,2.41,145.16,8.54,1.37
6/1/18,7.53,7.73,0.66,33.87,12.13,23,30.81,0.09,95.1,135.62,138.2,2.26,140.95,9.52,1.49
6/2/18,8.21,8.36,0.72,34.79,11.08,22.94,26.44,0,95.1,167.56,151.54,2.67,153.24,8.79,1.09
6/3/18,8.15,8.34,0.71,35.9,10.13,23.02,23.5,0,94.82,172.81,150.41,2.8,152.64,8.3,0.98
6/4/18,7.26,7.63,0.63,36.79,10.33,23.56,22.25,0,94.76,162.69,134.73,2.38,140.27,8.36,1.58
6/5/18,5.81,6.88,0.51,36.45,13.76,25.1,27.69,3.1,95.04,131.44,111.31,1.97,129.46,10.56,1.45
6/6/18,7.6,7.83,0.66,35.69,15.9,25.8,32.56,1.72,95.23,186.12,146.35,2.66,149.48,11.96,1.19
6/7/18,7.38,7.88,0.65,35.59,15.38,25.48,32.62,0,94.82,184.5,135.35,2.32,142.91,11.66,1.48
6/8/18,7.32,7.83,0.64,36.37,12.26,24.32,25.75,0,94.48,182.94,137.13,2.49,144.82,9.58,1.27
6/9/18,3.47,7.32,0.3,36.05,13.97,25.01,28.44,1.55,94.42,164.88,68.67,1.21,137.29,10.68,2.02
6/10/18,6.43,6.98,0.56,34.9,16.29,25.59,34.56,2.18,94.56,252.69,122.57,2.12,131.07,12.33,1.28
6/11/18,7.81,7.88,0.68,33.65,13.73,23.69,34.5,1.49,94.47,189.06,149.67,2.76,150.21,10.68,1.91
6/12/18,8.47,8.61,0.74,36.02,7.23,21.62,19.5,0,94.14,163.88,155.85,2.8,157.26,6.9,1.02
6/13/18,8.56,8.65,0.74,37.37,3.95,20.66,14.38,0,94.07,197.38,158.02,2.88,158.59,5.43,1.27
6/14/18,7.95,8.14,0.7,38.41,6.13,22.27,15.56,0,94.08,231.19,148.48,2.73,150.91,6.35,1.34
6/15/18,4.44,6.1,0.38,36.98,13.69,25.33,26.5,5.34,94.28,220.06,85.34,1.32,112.68,10.56,1.2
6/16/18,5.42,5.95,0.47,34.35,16.55,25.45,37.12,0.24,94.62,158.06,103.1,1.5,111.36,12.63,1.52
6/17/18,5.93,6.48,0.52,29.21,20.83,25.02,61.38,7.07,94.84,159,113.21,1.79,121.8,16.36,1.55
6/18/18,5.7,7.1,0.49,29.95,19.98,24.96,58.12,1.57,94.95,178.38,109.88,1.73,134.27,15.56,1.1
6/19/18,7.73,7.85,0.67,32.34,17.89,25.12,45.56,0.36,94.85,235.62,148.75,2.59,150.07,13.67,1.46
6/20/18,7.14,8.02,0.62,33.06,18.57,25.82,44.25,8.17,95.01,183.81,137.84,2.56,152.71,14.16,1.32
6/21/18,8.02,8.33,0.7,33.98,17.82,25.9,40.69,0.67,95.02,178.44,147.71,2.55,151.9,13.55,0.85
6/22/18,5.79,7.48,0.5,33.19,17.55,25.37,41.75,0.25,94.91,189.94,111.79,2.09,141.14,13.31,2.07
6/23/18,7.46,7.56,0.65,31.73,17.53,24.63,46.56,3.97,94.94,177.38,141.94,2.47,142.95,13.31,2.26
6/24/18,6.09,7.97,0.53,34.29,15.66,24.98,35.06,1.28,94.83,183.56,117.45,2.22,150.89,11.84,1.1
6/25/18,8.17,8.3,0.71,35.4,13.49,24.45,29.56,0.09,94.52,188.5,150.8,2.54,152.2,10.38,1.12
6/26/18,8.17,8.34,0.71,35.82,10.02,22.92,22.94,0.2,94.39,182.88,149.88,2.5,151.96,8.24,1.46
6/27/18,5.3,8.27,0.46,35.05,13.68,24.37,28.81,2.72,94.74,188.12,101.17,1.84,152.3,10.38,1.1
6/28/18,5.61,7.43,0.49,32.76,17.34,25.05,42.06,5,95.04,191.81,107.48,1.84,138.7,13.12,1.78
6/29/18,4.73,7.72,0.41,31.75,18.51,25.13,47.5,2.67,95.06,170,93.88,1.83,147.8,14.1,1.23
6/30/18,6.89,7.81,0.6,32.55,18.31,25.43,45.94,0.19,95.01,178.88,134.9,2.68,151.12,13.98,1.24
7/1/18,7.72,7.92,0.67,34.44,19.48,26.96,44.5,2.78,94.71,199.88,147.98,2.87,150.87,15.08,1.53
7/2/18,6.71,7.52,0.59,33.4,22.15,27.78,54.62,16.68,94.41,178.31,128.11,2.3,141.26,17.88,1.46
7/3/18,6.25,7.29,0.55,31.94,22.01,26.98,58.88,17.16,94.44,148,121.26,2.09,138.68,17.76,2.05
7/4/18,6.25,7.27,0.55,30.05,21.35,25.7,62.81,8.14,94.63,165.06,121.09,2.07,138.49,17.03,1.61
7/5/18,6.64,7.19,0.59,29.98,19.7,24.84,56.94,9.45,94.89,171.5,126.36,2.07,135.41,15.32,1.22
7/6/18,7.63,7.7,0.67,32.2,17.5,24.85,45.5,1.41,94.83,247.12,145.63,2.46,146.16,13.43,1.33
7/7/18,7.85,8.01,0.69,33.5,18.55,26.02,44,0,94.68,197.81,150.45,2.56,152.53,14.28,1.37
7/8/18,7.9,7.98,0.7,34.31,19.57,26.94,45.56,0,94.56,171,151.95,2.62,152.77,15.26,1.74
7/9/18,7.1,7.48,0.62,34.84,20.12,27.48,45.88,0,94.52,178.94,136.34,2.38,142.27,15.81,1.55
7/10/18,6.6,7,0.58,34.54,21.49,28.01,49.69,8.11,94.56,157.56,125.48,2.1,131.8,17.15,1.7
7/11/18,6.15,7.31,0.54,32.78,22.86,27.82,58.44,9.92,94.52,152.06,118.72,2.08,138.53,18.62,1.87
7/12/18,6.08,6.97,0.54,33,22.74,27.87,57.69,10.29,94.42,162.56,116.65,1.98,131.35,18.49,1.58
7/13/18,5.93,6.77,0.52,32.76,23.11,27.94,59.5,10.29,94.55,165.5,113.31,1.84,127.05,18.86,1.61
7/14/18,6.49,7.01,0.58,33.17,22.87,28.01,57.06,1.64,94.52,187.25,123.4,2.09,131.7,18.62,1.42
7/15/18,3.52,6.82,0.31,32.99,24.15,28.57,62.12,6.16,94.54,184.75,69.21,1.13,128.43,20.08,1.38
7/16/18,4.32,6.46,0.38,32.94,24.38,28.66,62.88,9.7,94.52,185.38,83.29,1.27,121.85,20.39,1.62
7/17/18,6.1,6.7,0.54,31.7,23.86,27.78,65.06,6.87,94.67,178.44,117.12,1.91,127.85,19.71,1.51
7/18/18,6,6.64,0.53,31.13,24.47,27.8,69.31,25.22,94.76,189.62,116.09,1.94,126.96,20.45,1.45
7/19/18,5.65,6.91,0.51,30.94,24.19,27.57,68.81,13.94,94.73,163.38,110.53,1.85,132.38,20.08,1.4
7/20/18,5.11,6.64,0.45,31.55,23.95,27.75,65.81,5.83,94.65,168.94,100.97,1.69,128.02,19.84,1.29
7/21/18,6.01,6.73,0.54,31.98,24.18,28.08,65.12,2.03,94.57,165.31,118.15,1.98,130.76,20.08,1.73
7/22/18,4.44,6.36,0.4,31.45,25.16,28.31,70.62,23.4,94.61,173.62,89.15,1.48,123.45,21.3,1.46
7/23/18,2.24,6.19,0.2,30.27,24.74,27.51,73.88,12.69,94.67,178,46.96,0.78,119.91,20.75,1.9
7/24/18,5.32,5.93,0.48,30.55,24.78,27.66,73,5.05,94.75,178,102.19,1.49,113.32,20.81,1.75
7/25/18,5.79,6.59,0.52,31.43,24.43,27.93,68.31,6.01,94.57,177.06,113.91,1.9,128.25,20.39,1.58
7/26/18,5.5,6.92,0.5,30.86,24.56,27.71,71,35.05,94.6,167.12,108.55,1.91,133.7,20.57,1.94
7/27/18,5.27,6.65,0.48,29.23,24.03,26.63,75.25,16.77,94.68,164.44,103.77,1.78,128.66,19.9,1.97
7/28/18,5.92,6.31,0.54,29.02,23.44,26.23,73.06,2.68,94.74,159.69,115.88,1.96,122.65,19.17,1.66
7/29/18,5.63,6.52,0.52,29.51,23.23,26.37,70.25,0.79,94.77,166.94,110.32,1.88,126.87,18.92,1.31
7/30/18,7.39,7.42,0.67,30.35,22.79,26.57,65.75,0,94.71,166.62,142.8,2.47,143.17,18.43,1.26
7/31/18,7.36,7.41,0.67,31.22,22.29,26.76,61.5,0.24,94.58,146.62,141.66,2.39,142.27,17.94,1.52
8/1/18,6.7,7.01,0.62,31.44,21.66,26.55,58.56,1.07,94.57,131.31,127.4,2.12,132.66,17.27,1.32
8/2/18,6.36,6.9,0.59,31.69,21.47,26.58,57.56,0.96,94.75,144,121.46,2.03,131.14,17.03,1.27
8/3/18,6.48,6.74,0.6,31.98,21.35,26.66,56.44,0.07,94.77,153,123.1,2.05,127.81,16.91,1.42
8/4/18,6.18,6.78,0.57,32.19,22.7,27.44,59.56,0,94.69,155,117.77,1.98,128.04,18.37,1.29
8/5/18,6.31,6.51,0.59,33.07,22.84,27.95,58.06,0.09,94.57,183.44,119.88,2.01,123.31,18.62,1.45
8/6/18,5.52,6.37,0.52,32.1,23.33,27.71,62.88,11.24,94.51,180.38,106.97,1.78,121.52,19.17,1.54
8/7/18,3.48,6.17,0.33,29.39,24.12,26.76,74.94,49.96,94.71,161.75,68.98,1.09,116.48,20.02,1.92
8/8/18,3.51,6.6,0.33,28.72,24.1,26.4,77.38,7.24,95,160.38,70.12,1.19,125.98,19.9,1.68
8/9/18,6.45,6.71,0.6,29.94,24.25,27.09,73,0.46,95.23,164.19,125.14,2.12,129.59,20.02,1.38
8/10/18,6.53,6.73,0.62,30.85,24.3,27.58,69.69,0.14,95,168.12,126,2.11,129.37,20.14,1.46
8/11/18,5.9,6.7,0.55,31.44,24.23,27.83,67.5,0.44,94.56,169.38,113.84,2,127.85,20.14,1.45
8/12/18,5.61,6.61,0.53,32.35,23.73,28.04,62.94,0.56,94.22,163.06,106.75,1.84,124.23,19.65,1.59
8/13/18,4.4,6.13,0.42,30.09,23.51,26.8,69.94,19.85,94.48,150.44,84.25,1.38,114.05,19.35,2.02
8/14/18,4.6,6.06,0.44,29.7,24.06,26.88,73.25,12.59,94.74,159.75,88.48,1.38,113.45,19.9,1.41
8/15/18,5.97,6.6,0.57,29.87,23.63,26.75,70.94,2.16,94.92,162.5,115.12,1.88,126.28,19.35,1.5
8/16/18,5.97,6.65,0.57,29.92,24.23,27.08,72.81,4.01,95.15,173.94,115.31,1.92,127.62,20.02,1.07
8/17/18,6.28,6.66,0.61,30.62,24.26,27.44,70.44,11.65,94.86,166.75,120.58,2.05,127.42,20.14,1.28
8/18/18,4.6,6.38,0.45,29.55,24.05,26.8,73.75,14.71,94.84,171.75,89.43,1.54,122.27,19.9,1.32
8/19/18,6.02,6.39,0.59,30.4,23.99,27.19,70,0.01,94.79,161.44,116.38,1.91,123.09,19.84,1.26
8/20/18,6.1,6.42,0.59,30.56,24.56,27.56,71.69,0.24,94.86,160.69,116.96,1.97,122.68,20.51,1.48
8/21/18,3.22,6.36,0.31,30.4,24.66,27.53,72.81,6.66,94.86,159.25,63.98,1.1,121.3,20.63,1.57
8/22/18,5.62,6.34,0.55,30.32,24.69,27.51,73.44,20.26,94.83,161.31,106.59,1.79,119.45,20.69,1.39
8/23/18,5.83,6.12,0.58,30.93,24.96,27.94,71.94,7.67,94.81,174,110.24,1.78,115.41,21,1.41
8/24/18,5.86,6.08,0.58,29.91,24.41,27.16,73.75,17.79,94.8,139.25,111.82,1.75,115.61,20.32,1.54
8/25/18,5.98,6.51,0.59,30.05,23.55,26.8,69.75,5.02,94.73,138.25,113.73,1.82,123.07,19.29,1.37
8/26/18,4.61,6.24,0.46,29.31,22.6,25.96,68.81,4.42,94.81,142.44,89.78,1.5,119.48,18.19,1.18
8/27/18,4.14,6.21,0.41,29.9,22.37,26.14,65.62,0.01,95.04,175.94,81.27,1.33,118.48,17.94,1.18
8/28/18,6.29,6.4,0.63,30.12,22.01,26.07,63.69,0,95.06,149.56,119.82,2.01,122.22,17.52,1.23
8/29/18,6.4,6.56,0.65,29.88,22.22,26.05,65.81,0.2,95.11,168.25,121.91,2.1,125.04,17.7,1.28
8/30/18,6.21,6.37,0.63,30.03,22.38,26.21,65.75,0.97,94.93,155.19,117.17,1.96,120.35,17.94,1.29
8/31/18,6.19,6.41,0.63,30.59,22.55,26.57,64.44,0.57,94.92,143.56,115.04,1.88,119.11,18.13,1.07
9/1/18,5.45,6.06,0.56,30.52,22.7,26.62,65,1.81,95.08,126.31,102.25,1.62,113.22,18.31,1.32
9/2/18,5.56,5.79,0.57,29.27,22.54,25.9,69.06,5.37,95.05,139.75,104.4,1.61,108.95,18.13,1.51
9/3/18,5.43,5.93,0.56,28.79,21.87,25.33,68.56,7.07,95.17,160.19,102.95,1.63,112.18,17.33,1.27
9/4/18,5.2,5.75,0.54,29.27,22.13,25.7,67.38,0,95.18,156.5,98.25,1.52,108.27,17.64,1.2
9/5/18,5.56,5.91,0.59,29.96,20.94,25.44,61.62,0,95.06,165,104.61,1.65,110.97,16.42,1.33
9/6/18,5.79,5.94,0.61,30.6,19.99,25.3,56.69,0.01,95.06,154.12,108,1.72,110.95,15.5,1.25
9/7/18,5.98,6.22,0.63,29.96,19.76,24.86,57.88,0.01,95.29,143.75,111.55,1.8,116.17,15.26,1.3
9/8/18,6.22,6.35,0.66,29.61,20.07,24.83,59.75,0,95.37,140.38,116.74,1.88,119.48,15.5,1.48
9/9/18,5.75,6.17,0.62,29.4,20.83,25.12,62.5,0.53,95.47,148.56,108.8,1.75,116.51,16.24,1.41
9/10/18,5.73,6.02,0.62,29.1,22.06,25.58,68.06,2.58,95.55,155.69,109.11,1.77,114.84,17.46,1.23
9/11/18,5.7,5.95,0.62,29.54,22.19,25.86,67.19,2.58,95.45,152.81,106.82,1.69,111.53,17.64,1.36
9/12/18,5.98,6.1,0.65,29.09,19.98,24.54,61.56,4.3,95.17,152.06,107.93,1.68,110.29,15.5,1.31
9/13/18,6.16,6.44,0.67,28.46,18.7,23.58,58.69,4.7,95.08,129.94,111.19,1.75,116.13,14.28,1.5
9/14/18,5.46,6.27,0.6,27.3,19.42,23.36,63.81,6.47,95.36,119.19,99.22,1.57,112.86,14.83,2.24
9/15/18,3.87,5.26,0.43,24.46,19.8,22.13,75.69,3.42,95.69,134.56,73.04,1.11,96.98,15.14,1.13
9/16/18,5.81,5.8,0.65,26.48,17.46,21.97,60,0.06,95.64,147.94,109.07,1.59,109.37,13.12,0.93
9/17/18,6.48,6.45,0.73,27.23,15.31,21.27,50.69,0,95.48,150.56,120.73,1.78,120.8,11.47,1.25
9/18/18,6.37,6.37,0.72,26.94,15.44,21.19,51.69,0,95.48,135.19,118.91,1.77,119.39,11.54,1.25
9/19/18,6.29,6.33,0.71,28.3,15.23,21.76,47.19,0,95.42,150.25,115.92,1.79,117.12,11.41,1.06
9/20/18,6.16,6.35,0.7,28.02,15.97,21.99,51.12,0,95.43,143.44,113.23,1.74,117.04,11.96,1.32
9/21/18,5.51,6.1,0.63,28.23,17.24,22.73,54.5,0.01,95.71,146,102.41,1.67,113.12,13,1.25
9/22/18,5.4,5.71,0.62,27.74,18.32,23.03,59.25,0.21,95.82,174.25,101.16,1.62,107.35,13.79,1.2
9/23/18,4.97,5.73,0.58,26.21,19.33,22.76,68.19,0,95.84,147.31,95.13,1.61,109.26,14.71,1.34
9/24/18,5.57,5.7,0.65,26.59,19.8,23.2,68.56,0,95.67,200.12,104.97,1.69,108.09,15.14,1.17
9/25/18,5.5,5.67,0.65,26.88,19.01,22.95,64.81,0,95.6,180.44,103.38,1.62,107.13,14.47,1.27
9/26/18,5.48,5.61,0.65,28.06,17.18,22.62,54.5,0.01,95.57,175.19,101.9,1.53,105.05,12.94,1.09
9/27/18,5.32,5.61,0.63,27.76,15.62,21.69,51.75,0,95.62,142.31,96.8,1.38,102.4,11.78,1.25
9/28/18,5.09,5.32,0.61,27.81,15.22,21.51,49.44,0.67,95.74,141.31,92.03,1.3,96.54,11.35,1.3
9/29/18,5.04,5.62,0.61,27.08,15.31,21.19,51.12,1.55,95.86,114.69,92.11,1.37,102.71,11.41,0.91
9/30/18,5.67,5.67,0.7,27.4,14.92,21.16,48.94,0.27,95.8,199.44,103.65,1.5,104.31,11.11,1.02
10/1/18,5.7,5.73,0.7,28.05,14.75,21.4,46.94,0.58,95.76,136.56,104.25,1.55,105.41,11.05,1.03
10/2/18,5.57,5.69,0.69,27.91,15.22,21.57,47.81,0.49,95.78,143.94,101.42,1.49,103.98,11.35,1.07
10/3/18,4.2,5.55,0.52,26.55,15.29,20.92,52.75,3.9,95.74,129.19,76.83,1.23,100.19,11.41,1.12
10/4/18,5.06,5.39,0.63,25.69,14.58,20.13,52.81,2.88,95.97,111.19,91.39,1.33,97.41,10.86,1.06
10/5/18,5.23,5.27,0.66,24.77,12.43,18.6,49,0.11,96.17,202.94,93.77,1.26,95.14,9.46,1.23
10/6/18,5.53,5.48,0.7,26.13,10,18.07,38.75,0,96.02,150.62,99.02,1.3,99.09,8.06,1.13
10/7/18,5.67,5.63,0.73,25.52,9.61,17.57,39,0,95.91,137.44,101.93,1.4,102.02,7.87,1.2
10/8/18,3.93,5.21,0.51,25.24,10.97,18.11,43.44,0.88,95.72,131.94,70.65,1.12,93.31,8.67,1.24
10/9/18,4.64,4.94,0.6,22.87,13.02,17.94,56.81,21.06,95.86,289,82.8,1.09,88.2,9.89,1.08
10/10/18,4.93,5.01,0.65,23.62,8.33,15.98,40,0.03,95.84,162.38,86.85,1.12,88.81,7.2,0.94
10/11/18,4.65,4.81,0.62,23.79,9.07,16.43,40.56,0,95.98,112.5,81.2,1.01,84.42,7.57,0.93
10/12/18,4.69,4.86,0.62,23.35,10.36,16.85,46.25,0,96.2,204.75,83.68,1.02,87.21,8.24,1
10/13/18,5.14,5.21,0.69,22.94,8.58,15.76,42.19,0,96.17,139.19,91.7,1.12,93.69,7.26,1.1
10/14/18,4.74,5.02,0.64,23.53,8.49,16.01,39.94,0,96.08,157.12,84.03,1,89.41,7.26,1.11
10/15/18,4.61,4.91,0.63,22.3,9.07,15.69,46,0.2,96.05,133.5,82.04,0.98,87.55,7.57,1.35
